X,Y,LATITUDE,LONGITUDE,PARALLEL,DESCRIPTIO,CATEGORY,COLOR,HubDist,BEARING,SECTOR,MODEL_PATH,MODEL_NAME,SCALE_X,SCALE_Y,SCALE_Z,TRAILER
392359.2188,5819124,52.51159401,13.41385103,NO,Silver Sporty Hatchback Microcar,Microcar,Silver,5.46327151,158.8573,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,0.7,0.8,0.75,No
392362.75,5819122.5,52.51158123,13.41390353,NO,Red Subcompact Car,Subcompact,Red,5.301115922,337.4682,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,0.9,0.9,0.9,No
392365.9688,5819122,52.51157737,13.4139511,NO,Silver Mid-size Car,Mid-size,Silver,5.963404762,158.9501,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
392368.75,5819121,52.51156894,13.41399239,NO,Black 90's SUV,Full-size,Black,6.004911015,338.063,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_black.prefab,1,1,1,No
392379.5938,5819116.5,52.51153064,13.41415357,NO,Dark Blue Subcompact Car,Subcompact,Dark Blue,5.471773428,339.8487,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,0.9,0.9,0.9,No
392385.9063,5819114.5,52.51151391,13.4142472,NO,Silver 70's Jeep,Compact SUV,Silver,5.718035952,342.0741,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_silver.prefab,0.7,0.7,0.7,No
392389.2188,5819113,52.51150108,13.41429648,NO,Black Mid-size Car,Mid-size,Black,5.423186241,341.7714,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,1.15,1,1,No
392392.4375,5819111.5,52.51148824,13.41434437,NO,Red Mid-size Car,Mid-size,Red,5.097246415,340.4435,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,1.15,1,1,No
392395.5938,5819111,52.51148437,13.41439102,NO,Black Sporty Hatchback,Compact,Black,5.691090581,341.4454,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
392398.5,5819109.5,52.51147146,13.41443432,NO,Red Sporty Hatchback,Compact,Red,5.260201976,340.2594,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_red.prefab,1,1,1,No
392401.75,5819109,52.51146761,13.41448235,NO,White 90's SUV,Full-size,White,5.861951791,339.1372,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_white.prefab,1,1,1,No
392405.2188,5819107,52.51145032,13.41453409,NO,Dark Silver Compact Car,Compact,Silver,5.085489528,338.5801,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
392408.8125,5819105.5,52.51143755,13.41458751,NO,Black Sporty Hatchback,Compact,Black,4.820181298,341.1959,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
392411.5938,5819105.5,52.5114381,13.41462847,NO,Silver Subcompact Car,Subcompact,Silver,5.714488734,339.9435,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
392414.125,5819104.5,52.51142961,13.41466608,NO,White Sporty Hatchback,Compact,White,5.582329256,341.233,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_white.prefab,1,1,1,No
392417.8125,5819103,52.51141686,13.41472088,NO,Black Subcompact Car,Subcompact,Black,5.348526749,341.3336,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392421.2813,5819101.5,52.51140406,13.41477246,NO,White Subcompact Car,Subcompact,White,5.044715599,342.5483,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392424.2813,5819100.5,52.51139567,13.41481697,NO,White 90's SUV,Full-size,White,5.064249091,340.3891,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_white.prefab,1,1,1,No
392475.5625,5819209,52.51238085,13.41553723,NO,Black Mid-size Car,Mid-size,Black,3.084499384,105.1725,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,1.15,1,1,No
392474.8125,5819206.5,52.51235823,13.41552699,NO,White 70's Jeep,Compact SUV,White,3.084411312,108.3619,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
392473.4063,5819202,52.51231751,13.41550773,NO,Black Subcompact Car,Subcompact,Black,3.029530885,105.3184,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392472.125,5819196.5,52.51226784,13.41549064,NO,White 80's Mid-Sized Sedan,Compact,White,3.382065297,108.0005,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
392470.9688,5819192.5,52.51223166,13.4154749,NO,Black 80's Hatchback,Compact,Black,3.422692459,106.2499,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_black.prefab,0.61,0.61,0.61,No
392469.5625,5819186.5,52.51217746,13.41545613,NO,90s Mid-size Sedan 2,Mid-size,Black,3.799106379,107.1245,Civilian,Assets/sedan/pref/,sedanpref.prefab,49,49,49,No
392467.8125,5819181.5,52.51213218,13.41543197,NO,Dark Blue 70's Jeep,Compact SUV,Dark Blue,3.561622419,108.9292,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_dark_blue.prefab,0.7,0.7,0.7,No
392467.0313,5819178.5,52.51210507,13.41542143,NO,Black Subcompact Car,Subcompact,Black,3.67410486,104.8862,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392466.3438,5819175,52.51207348,13.41541244,NO,Black Large Van,Large Van,Black,4.019890541,107.8524,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van_black.prefab,1,1,1,No
392465.5625,5819172.5,52.51205086,13.41540174,NO,Black Subcompact Car,Subcompact,Black,3.98905033,106.0781,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392464.3438,5819170,52.51202815,13.41538459,NO,Black Subcompact Car,Subcompact,Black,3.539751851,106.0247,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392462.875,5819166,52.51199192,13.41536425,NO,Light Blue Sporty Hatchback,Compact,Light Blue,3.282049718,105.7299,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_light_blue.prefab,1,1,1,No
392462.2813,5819163.5,52.51196933,13.41535632,NO,White 90's SUV,Full-size,White,3.431688431,287.889,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_white.prefab,1,1,1,No
392461.4063,5819161,52.51194669,13.41534424,NO,Red 70's Jeep,Compact SUV,Red,3.31099365,106.2501,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_red.prefab,0.7,0.7,0.7,No
392457.2813,5819146.5,52.51181557,13.41528816,NO,White Large Van,Large Van,White,3.526414882,108.5297,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van.prefab,1,1,1,No
392456.1875,5819144,52.51179289,13.41527286,NO,80's Mid-size Sedan 2,Mid-size,White,3.195993454,108.1029,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Small_Car.prefab,0.85,0.85,0.85,No
392455.7188,5819142,52.51177482,13.4152666,NO,Red Subcompact Car,Subcompact,Red,3.320497328,286.6136,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,0.9,0.9,0.9,No
392455.4375,5819139.5,52.5117523,13.41526327,NO,Dark Blue Mid-size Car,Mid-size,Dark Blue,3.769318902,287.186,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,1.15,1,1,No
392453.8125,5819134,52.51170255,13.41524111,NO,Green Sporty Hatchback,Compact,Green,3.79251256,106.3337,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_green.prefab,1,1,1,No
392452.9688,5819131.5,52.51167992,13.41522949,NO,White Subcompact Car,Subcompact,White,3.704605726,104.6824,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392452.4375,5819128.5,52.51165285,13.41522264,NO,Silver 70's Jeep,Compact SUV,Silver,4.058001361,104.5491,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_silver.prefab,0.7,0.7,0.7,No
392449.8125,5819118.5,52.51156247,13.41518721,NO,Black Full-size Sedan,Full-size Car,Black,4.414809031,288.2815,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05_black.prefab,1.15,1,1,No
392449.0313,5819115.5,52.51153535,13.41517667,NO,80's Mid-size Sedan 2,Mid-size,White,4.528417408,105.0171,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Small_Car.prefab,0.85,0.85,0.85,No
392448.4375,5819113.5,52.51151726,13.41516857,NO,Silver Subcompact Car,Subcompact,Silver,4.53394455,108.2732,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
392447.2813,5819110.5,52.51149008,13.41515251,NO,Silver Sporty Hatchback Microcar,Microcar,Silver,4.286448653,106.398,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,0.7,0.8,0.75,No
392445.875,5819105,52.51144037,13.41513358,NO,Black Subcompact Car,Subcompact,Black,4.521384469,104.9044,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392444.7188,5819103,52.51142217,13.41511719,NO,Silver Mid-size Car,Mid-size,Silver,3.986213776,106.3067,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
392602.8438,5819207.5,52.51239246,13.41741253,NO,Silver Mid-size Car,Mid-size,Silver,4.525711953,-175.2014,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
392605.0625,5819207.5,52.5123929,13.41744522,NO,90s Mid-size Sedan 1,Mid-size,White,4.371220746,-176.2185,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car1.prefab,0.85,0.85,0.9,No
392607.2188,5819207.5,52.51239332,13.41747698,NO,Black Mid-size Car,Mid-size,Black,4.221602822,-176.4623,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,1.15,1,1,No
392609.5313,5819207,52.51238928,13.4175112,NO,White 70's Jeep,Compact SUV,White,4.560152347,-175.2136,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
392611.8438,5819207,52.51238974,13.41754526,NO,Black Sporty Hatchback Microcar,Microcar,Black,4.400491771,-177.4412,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,0.7,0.8,0.75,No
392613.9063,5819207,52.51239014,13.41757564,NO,Silver 80's Hatchback,Compact,Silver,4.256056087,3.5348,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988.prefab,0.61,0.61,0.61,No
392616.5313,5819206.5,52.51238617,13.41761447,NO,Black Full-size Sedan,Full-size Car,Black,4.57280547,-175.3088,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05_black.prefab,1.15,1,1,No
392618.9063,5819206.5,52.51238664,13.41764945,NO,White Subcompact Car,Subcompact,White,4.40934206,-174.384,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392623.9063,5819206,52.51238313,13.41772326,NO,Red Subcompact Car,Subcompact,Red,4.559213324,3.7292,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,0.9,0.9,0.9,No
392626.5313,5819205.5,52.51237915,13.41776209,NO,Red 70's Jeep,Compact SUV,Red,4.876195774,-175.199,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_red.prefab,0.7,0.7,0.7,No
392630.6875,5819205.5,52.51237997,13.41782331,NO,Black Sporty Hatchback,Compact,Black,4.58852855,-177.4431,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
392659.4375,5819198.5,52.51232272,13.41824905,NO,White 80's Mid-Sized Sedan,Compact,White,4.475102961,-161.9044,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
392664,5819197,52.51231014,13.41831674,NO,Silver 70's Jeep,Compact SUV,Silver,4.075859039,-164.8001,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_silver.prefab,0.7,0.7,0.7,No
392668.5938,5819195.5,52.51229757,13.41838489,NO,White Full-size Sedan,Full-size Car,White,3.662103236,-164.0264,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05 White.prefab,1.15,1,1,No
392671.0625,5819195,52.51229356,13.41842141,NO,Dark Silver Compact Car,Compact,Silver,3.159441129,-164.7174,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
392684.9063,5819191,52.51226034,13.41862662,NO,White 90's SUV,Full-size,White,3.330660944,-176.4679,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_white.prefab,1,1,1,No
392687.375,5819191,52.51226082,13.41866298,NO,80's Mid-size Sedan 2,Mid-size,White,3.168358432,-176.9323,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Small_Car.prefab,0.85,0.85,0.85,No
392689.6875,5819191,52.51226128,13.41869704,NO,Orange Mid-size Car,Mid-size,Orange,3.017287136,-174.4815,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_orange.prefab,1.15,1,1,No
392691.8125,5819190.5,52.5122572,13.41872851,NO,Dark Blue Full-size Sedan,Full-size Car,Dark Blue,3.375690179,-175.0012,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05_dark_blue.prefab,1.15,1,1,No
392694.375,5819190.5,52.51225771,13.41876625,NO,90s Mid-size Sedan 1,Mid-size,White,3.206570232,-177.0549,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car1.prefab,0.85,0.85,0.9,No
392696.9688,5819190,52.51225373,13.41880462,NO,Dark Blue 70's Jeep,Compact SUV,Dark Blue,3.535219101,-174.9978,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_dark_blue.prefab,0.7,0.7,0.7,No
392698.9688,5819190,52.51225412,13.41883408,NO,Black Subcompact Car,Subcompact,Black,3.40397037,-177.7594,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392701.2188,5819189.5,52.51225007,13.41886738,NO,Light Mid-size Car,Mid-size,Light Blue,3.754191217,4.8314,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus.prefab,1.15,1,1,No
392703.5,5819189.5,52.51225052,13.41890098,NO,Red 70's Jeep,Compact SUV,Red,3.604129946,-177.3933,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_red.prefab,0.7,0.7,0.7,No
392708.6563,5819189,52.51224704,13.41897709,NO,Dark Blue Full-size Sedan,Full-size Car,Dark Blue,3.763499306,-177.2887,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05_dark_blue.prefab,1.15,1,1,No
392708.4375,5819189,52.512247,13.41897387,NO,Black Subcompact Car,Subcompact,Black,3.780167253,-173.975,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392710.8125,5819188.5,52.51224297,13.41900902,NO,Light Blue 80's Hatchback,Compact,Light Blue,4.121486143,-177.904,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_light_blue.prefab,0.61,0.61,0.61,No
392713.5,5819188.5,52.5122435,13.4190486,NO,Dark Blue 80's Hatchback,Compact,Dark Blue,3.943111351,-177.0856,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_dark_blue.prefab,0.61,0.61,0.61,No
392716.0625,5819188,52.51223951,13.41908651,NO,Dark Blue Compact Car,Compact,Dark Blue,4.273797689,5.0368,Civilian,Assets/Car folder/,dark_blue_sedan.prefab,0.6,0.6,0.6,No
392724.9688,5819187.5,52.51223677,13.41921786,NO,Dark Blue Compact Car,Compact,Dark Blue,4.18497216,3.9594,Civilian,Assets/Car folder/,dark_blue_sedan.prefab,0.6,0.6,0.6,No
392727.6563,5819187.5,52.5122373,13.41925744,NO,Black 90's SUV,Full-size,Black,4.008601995,-175.153,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_black.prefab,1,1,1,No
392730.125,5819187,52.51223329,13.41929397,NO,Red Mid-size Car,Mid-size,Red,4.34421322,-175.9996,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,1.15,1,1,No
392732.1875,5819187,52.5122337,13.41932435,NO,80's Mid-size Sedan 1,Mid-size,White,4.20932281,-174.9636,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car2.prefab,0.85,0.85,0.85,No
392735.125,5819186.5,52.51222978,13.41936778,NO,90s Mid-size Sedan 1,Mid-size,White,4.515527917,-177.8517,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car1.prefab,0.85,0.85,0.9,No
392737.5,5819186.5,52.51223025,13.41940276,NO,Silver 80's Hatchback,Compact,Silver,4.35765267,-177.0091,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988.prefab,0.61,0.61,0.61,No
392754.7188,5819185,52.51222016,13.41965687,NO,White Subcompact Car,Subcompact,White,4.719763051,4.1856,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392757.8125,5819184.5,52.51221627,13.4197026,NO,White Subcompact Car,Subcompact,White,4.944698504,6.855,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392760.4375,5819184.5,52.51221679,13.41974127,NO,White Sporty Hatchback,Compact,White,4.703379968,-175.2019,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_white.prefab,1,1,1,No
392762.875,5819184,52.51221277,13.41977733,NO,Dark Silver Compact Car,Compact,Silver,4.979284355,-175.5753,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
392771.7188,5819183.5,52.51221002,13.41990776,NO,Black Subcompact Car,Subcompact,Black,4.6706423,-175.7918,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392774.1875,5819183.5,52.51221051,13.41994412,NO,Black 80's Hatchback,Compact,Black,4.445880528,3.8978,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_black.prefab,0.61,0.61,0.61,No
392776.8125,5819183.5,52.51221102,13.41998279,NO,White Compact Car,Compact,White,4.205271185,-174.4189,Civilian,Assets/Car folder/,white_sedan.prefab,0.6,0.6,0.6,No
392727.6875,5819293,52.51318541,13.41922387,NO,Light Silver Full-size Sedan,Full-size Car,Silver,56.02731334,141.4093,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05.prefab,1.15,1,1,No
392727.6875,5819293,52.51318541,13.41922387,NO,White Compact Car,Compact,White,56.02731334,321.4093,Civilian,Assets/Car folder/,white_sedan.prefab,0.6,0.6,0.6,No
392720.7813,5819286.5,52.51312563,13.41912424,NO,Light Blue 70's Jeep,Compact SUV,Light Blue,57.13272787,147.5381,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_light_blue.prefab,0.7,0.7,0.7,No
392761.9063,5819220.5,52.5125406,13.41975129,NO,90s Mid-size Sedan 2,Mid-size,Black,31.28065579,5.3131,Civilian,Assets/sedan/pref/,sedanpref.prefab,49,49,49,No
392801.0313,5819218.5,52.51253032,13.42032824,NO,Silver Subcompact Car,Subcompact,Silver,20.01518744,-48.7978,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
392747.8438,5819158,52.51197616,13.41956431,NO,Dark Silver Compact Car,Compact,Silver,32.11397216,-246.5303,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
392744.7813,5819153.5,52.51193512,13.41952065,NO,Silver Large Van,Large Van,Silver,29.61367358,292.158,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van_silver.prefab,1,1,1,No
392767.9063,5819152.5,52.51193068,13.4198616,NO,White 70's Jeep,Compact SUV,White,19.82783066,113.6264,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
392769.875,5819104.5,52.5114997,13.41990607,NO,White Compact Car,Compact,White,5.074976088,112.3179,Civilian,Assets/Car folder/,white_sedan.prefab,0.6,0.6,0.6,No
392713.0938,5819060,52.51108862,13.41908407,YES,Red Subcompact Car,Subcompact,Red,1.638846194,23.16471,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,0.9,0.9,0.9,No
392785.7188,5819064.5,52.51114335,13.42015233,NO,White 80's Mid-Sized Sedan,Compact,White,3.783817418,21.4306,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
392788.0938,5819063.5,52.51113483,13.42018764,NO,Red Sporty Hatchback,Compact,Red,3.805426062,23.5262,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_red.prefab,1,1,1,No
392790.4688,5819062.5,52.51112631,13.42022294,NO,Black Subcompact Car,Subcompact,Black,3.832064032,205.5954,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392792.8438,5819061.5,52.51111779,13.42025825,NO,Dark Silver Compact Car,Compact,Silver,3.852931181,23.1087,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
392795.1563,5819061,52.51111375,13.42029247,NO,Silver Sporty Hatchback,Compact,Silver,4.312951422,201.5783,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,1,1,1,No
392797.7813,5819060,52.51110528,13.42033146,NO,Red Sporty Hatchback,Compact,Red,4.434306861,22.4431,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_red.prefab,1,1,1,No
392800.25,5819059,52.51109678,13.42036814,NO,Red 90's SUV,Full-size,Red,4.497202237,21.4325,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_red.prefab,1,1,1,No
392802,5819058,52.51108814,13.42039424,NO,Silver Subcompact Car,Subcompact,Silver,4.270624351,23.6686,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
392803.7813,5819057,52.5110795,13.4204208,NO,Black Subcompact Car,Subcompact,Black,4.059631894,22.2471,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392805.7813,5819056.5,52.5110754,13.42045042,NO,Dark Blue Mid-size Car,Mid-size,Dark Blue,4.394739272,25.0117,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,1.15,1,1,No
392808.625,5819055.5,52.51106697,13.42049263,NO,Silver Subcompact Car,Subcompact,Silver,4.603330573,24.4284,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
392810.9375,5819054.5,52.51105844,13.42052701,NO,Black Mid-size Car,Mid-size,Black,4.603561131,21.6433,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,1.15,1,1,No
392814,5819053,52.51104556,13.4205726,NO,Black Sporty Hatchback,Compact,Black,4.439643902,22.2697,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
392816.375,5819052.5,52.51104154,13.42060775,NO,White Subcompact Car,Subcompact,White,4.923708878,21.6805,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392818.4688,5819051.5,52.51103296,13.42063891,NO,Dark Blue Mid-size Car,Mid-size,Dark Blue,4.833977542,23.8428,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,1.15,1,1,No
392899.875,5819125,52.51170949,13.4218143,NO,Dark Blue Sporty Hatchback Microcar,Microcar,Dark Blue,23.49454082,25.00814,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_dark_blue.prefab,0.7,0.8,0.75,No
392833.8438,5819389,52.51406902,13.42075662,NO,Red Full-size Luxury Sedan,Full-size Luxury,Red,6.334092939,-60.602,Civilian,Assets/Hatchback and Sedan/prefabs/,SEDAN_red.prefab,0.85,0.75,0.75,No
392834.8438,5819390.5,52.51408269,13.42077087,NO,Dark Blue Subcompact Car,Subcompact,Dark Blue,6.228616315,-60.8857,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,0.9,0.9,0.9,No
392836.5313,5819394,52.51411448,13.4207946,NO,White Mid-size Car,Mid-size,White,6.3481434,122.8683,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,1.15,1,1,No
392812.625,5819391.5,52.51408731,13.42044326,NO,Black Sports Car,Sports Car,Black,6.964448679,30.1989,Civilian,Assets/Best Sports CARS - Pro 3D Models/Vehicle/SportCar20/Prefabs/,SportCar20_Static_EU_black.prefab,1,1,1,No
392809.625,5819393.5,52.51410469,13.42039842,NO,White Subcompact Car,Subcompact,White,7.233841471,28.2471,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392806.4688,5819395.5,52.51412205,13.42035128,NO,Green Mid-size Car,Mid-size,Green,7.358399378,210.0568,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_green.prefab,1.15,1,1,No
392804.3125,5819397,52.5141351,13.42031904,NO,White 70's Jeep,Compact SUV,White,7.533267997,211.0095,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
392801.0938,5819399,52.51415244,13.42027098,NO,Silver Mid-size Car,Mid-size,Silver,7.591828319,30.017,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
392798.6875,5819400.5,52.51416545,13.42023505,NO,White 80's Mid-Sized Sedan,Compact,White,7.63833821,211.6199,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
392795.5625,5819402,52.51417832,13.42018854,NO,Green Large Van,Large Van,Green,7.314978496,30.8766,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van_green.prefab,1,1,1,No
392792.7813,5819404,52.51419574,13.42014692,NO,Red Sporty Hatchback,Compact,Red,7.598050425,30.4191,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_red.prefab,1,1,1,No
392790.25,5819405.5,52.51420872,13.42010915,NO,White 90's SUV,Full-size,White,7.580514534,211.217,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_white.prefab,1,1,1,No
