X,Y,LATITUDE,LONGITUDE,PARALLEL,DESCRIPTIO,CATEGORY,COLOR,HubDist,BEARING,SECTOR,MODEL_PATH,MODEL_NAME,SCALE_X,SCALE_Y,SCALE_Z,TRAILER
392846.25,5819381.5,52.51400405,13.42094179,NO,80's Mid-size Sedan 1,Mid-size,White,8.162254056,120.3777,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car2.prefab,0.85,0.85,0.85,No
392844.3438,5819379.5,52.51398571,13.42091435,NO,White Sporty Hatchback,Compact,White,7.526448165,119.9682,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_white.prefab,1,1,1,No
392840.7188,5819374,52.51393557,13.42086273,NO,Black Mid-size Car,Mid-size,Black,7.174677219,121.3638,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,1.15,1,1,No
392839.4063,5819372,52.51391733,13.42084404,NO,Black Sporty Hatchback,Compact,Black,7.050558552,120.9809,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
392592.0625,5819531,52.51529754,13.41714925,NO,White Subcompact Car,Subcompact,White,5.582320283,-5.396,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392579.0938,5819529.5,52.51528151,13.41695869,NO,Black Large Van,Large Van,Black,4.995371595,175.1811,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van_black.prefab,1,1,1,No
392575.2188,5819529,52.51527625,13.41690177,NO,Silver Sporty Hatchback Microcar,Microcar,Silver,4.317714866,3.5399,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,0.7,0.8,0.75,No
392572.3125,5819529.5,52.51528017,13.4168588,NO,Silver 70's Jeep,Compact SUV,Silver,4.619362663,4.9834,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_silver.prefab,0.7,0.7,0.7,No
392564.8438,5819530,52.51528319,13.41674862,NO,White Subcompact Car,Subcompact,White,4.609498937,2.8692,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392562.1563,5819530,52.51528266,13.41670903,NO,White Subcompact Car,Subcompact,White,4.425772884,183.6281,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392559.9375,5819531,52.51529121,13.41667602,NO,Black Subcompact Car,Subcompact,Black,5.27403404,5.3752,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
392557.7813,5819531,52.51529079,13.41664426,NO,Dark Blue Subcompact Car,Subcompact,Dark Blue,5.126803194,185.2202,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,0.9,0.9,0.9,No
392555.3125,5819531,52.5152903,13.41660789,NO,80's Mid-size Sedan 2,Mid-size,White,4.95819869,4.9803,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Small_Car.prefab,0.85,0.85,0.85,No
392552.6875,5819531,52.51528978,13.41656923,NO,White Sporty Hatchback,Compact,White,4.779357524,2.8565,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_white.prefab,1,1,1,No
392550.4063,5819531.5,52.51529383,13.41653546,NO,Black Sporty Hatchback,Compact,Black,5.122202073,4.3629,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
392547.8438,5819531.5,52.51529332,13.41649771,NO,White Subcompact Car,Subcompact,White,4.94812912,3.0109,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392545.625,5819532,52.51529738,13.41646487,NO,Dark Silver Compact Car,Compact,Silver,5.296481325,185.1333,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
392469.5,5819546.5,52.51541267,13.4153388,NO,Silver Mid-size Car,Mid-size,Silver,8.040921831,100.7782,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
392466.5625,5819554.5,52.51548399,13.41529295,NO,White Subcompact Car,Subcompact,White,7.612259414,100.9323,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392462.875,5819562.5,52.51555515,13.41523604,NO,90s Mid-size Sedan 2,Mid-size,Black,6.468027576,101.8311,Civilian,Assets/sedan/pref/,sedanpref.prefab,49,49,49,No
392046.5,5819611,52.5159087,13.40908678,NO,Red Subcompact Car,Subcompact,Red,2.864753615,9.4772,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,0.9,0.9,0.9,No
392021.5938,5819604.5,52.51584535,13.408722,NO,White Subcompact Car,Subcompact,White,0.189569634,-82.1353,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
392017.3125,5819601,52.51581305,13.40866007,NO,Silver Sporty Hatchback,Compact,Silver,0.119924258,-130.3266,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,1,1,1,No
392014.3125,5819597,52.51577651,13.40861718,NO,Silver Subcompact Car,Subcompact,Silver,1.763105828,-70.6103,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
392141.5,5819080,52.51115557,13.41065843,NO,White Full-size Sedan,Full-size Car,White,60.75611745,-23.64633,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05 White.prefab,1.15,1,1,No
392138.25,5819077,52.51112796,13.41061153,NO,White Mid-size Car,Mid-size,White,59.87411149,324.8118,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,1.15,1,1,No
392178.0625,5819136,52.51166606,13.41117882,NO,White Mid-size Car,Mid-size,White,2.270601393,-117.3211,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,1.15,1,1,No
392159.8438,5819164.5,52.51191857,13.41090122,NO,Silver Mid-size Car,Mid-size,Silver,5.069135633,-119.0013,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
391856.5,5818826,52.50881648,13.40654317,NO,White Subcompact Car,Subcompact,White,7.877200194,54.9666,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391859.4375,5818824.5,52.50880359,13.40658693,NO,Light Silver Full-size Sedan,Full-size Car,Silver,9.475943922,56.0056,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05.prefab,1.15,1,1,No
391861.0313,5818823,52.50879042,13.40661089,NO,Red Compact Car,Compact,Red,9.96116845,236.012,Civilian,Assets/Car folder/,red_sedan.prefab,0.6,0.6,0.6,No
391859.75,5818818.5,52.50874973,13.40659348,NO,White 80's Mid-Sized Sedan,Compact,White,6.386581753,55.7156,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
391861.5,5818817,52.50873659,13.40661974,NO,Silver Subcompact Car,Subcompact,Silver,7.001495194,236.4652,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
391862.0313,5818814,52.50870974,13.40662854,NO,Silver 90's SUV,Full-size,Silver,5.765385113,56.9722,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_silver.prefab,1,1,1,No
391863.75,5818812,52.50869211,13.40665451,NO,White 80's Mid-Sized Sedan,Compact,White,6.066981726,55.7527,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
391945.1563,5818905.5,52.5095485,13.40782312,NO,White 80's Hatchback,Compact,White,2.486097628,334.2284,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_white.prefab,0.61,0.61,0.61,No
391715.2813,5819651.5,52.51620696,13.40419447,NO,White Delivery Truck,Delivery Truck,White,3.763146094,53.7222,Commercial,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Truck.prefab,1,1,1,Yes
391702.8125,5819618.5,52.51590792,13.40402154,NO,Black 70's Jeep,Compact SUV,Black,3.884650152,143.9529,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_black.prefab,0.7,0.7,0.7,No
391705.3438,5819620,52.51592191,13.40405834,NO,Green Sporty Hatchback,Compact,Green,4.259518171,141.4275,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_green.prefab,1,1,1,No
391454.125,5818839,52.50885335,13.40061258,NO,Black Sporty Hatchback,Compact,Black,14.85309368,-60.75232,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
391447.4375,5818846,52.50891492,13.4005118,NO,White Sports Car,Sports Car,White,11.5688864,-60.77527,Civilian,Assets/Best Sports CARS - Pro 3D Models/Vehicle/SportCar20/Prefabs/,SportCar20_Static_EU.prefab,1,1,1,No
391445.9688,5818843.5,52.50889216,13.40049099,NO,Silver 80's Hatchback,Compact,Silver,14.46098549,-61.29858,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988.prefab,0.61,0.61,0.61,No
391444.5625,5818841.5,52.50887391,13.40047093,NO,Black 70's Jeep,Compact SUV,Black,16.87831365,-61.09,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_black.prefab,0.7,0.7,0.7,No
391407.2188,5818980,52.51011113,13.3998757,NO,Silver 70's Jeep,Compact SUV,Silver,6.011439333,-3.7411,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_silver.prefab,0.7,0.7,0.7,No
391400,5818980,52.51010969,13.39976937,NO,Green Full-size Luxury Sedan,Full-size Luxury,Green,6.491458488,-2.754,Civilian,Assets/Hatchback and Sedan/prefabs/,SEDAN_green.prefab,0.85,0.75,0.75,No
391394.8438,5818979,52.51009968,13.39969375,NO,Light Silver Full-size Sedan,Full-size Car,Silver,5.835350014,-2.9269,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05.prefab,1.15,1,1,No
391392.3125,5818979.5,52.51010366,13.39965631,NO,Black Compact Car,Compact,Black,6.501597335,-3.4936,Civilian,Assets/Car folder/,black_sedan.prefab,0.6,0.6,0.6,No
391380,5818979,52.51009672,13.39947512,NO,White 80's Mid-Sized Sedan,Compact,White,6.8200953,-4.5712,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
391374.0625,5818978,52.51008655,13.399388,NO,80's Mid-size Sedan 2,Mid-size,White,6.215630107,-3.6757,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Small_Car.prefab,0.85,0.85,0.85,No
391363.0625,5818977.5,52.51007986,13.39922614,NO,Black Full-size Sedan,Full-size Car,Black,6.446556312,-4.0015,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05_black.prefab,1.15,1,1,No
391360.2188,5818977.5,52.5100793,13.39918426,NO,Black 80's Hatchback,Compact,Black,6.636210986,-4.81,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_black.prefab,0.61,0.61,0.61,No
391357.6875,5818977,52.5100743,13.39914714,NO,Silver Sporty Hatchback,Compact,Silver,6.304592682,176.8126,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,1,1,1,No
391355.2188,5818977,52.51007381,13.39911078,NO,Silver Mid-size Car,Mid-size,Silver,6.468160823,-3.4237,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
391352.7813,5818976,52.51006433,13.3990752,NO,White Sporty Hatchback,Compact,White,5.631965022,-3.9783,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_white.prefab,1,1,1,No
391349.7813,5818976,52.51006374,13.39903102,NO,Light Subcompact Car,Subcompact,Light Blue,5.831096357,-3.4358,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus.prefab,0.9,0.9,0.9,No
391347.375,5818976,52.51006326,13.39899558,NO,Black 80's Hatchback,Compact,Black,5.991088711,-3.0874,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_black.prefab,0.61,0.61,0.61,No
391345,5818975.5,52.51005829,13.39896076,NO,80's Mid-size Sedan 1,Mid-size,White,5.650371119,-2.6846,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car2.prefab,0.85,0.85,0.85,No
391342.375,5818975,52.51005327,13.39892226,NO,Red Mid-size Car,Mid-size,Red,5.325559102,175.0813,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,1.15,1,1,No
391339.6875,5818975,52.51005274,13.39888267,NO,Black 70's Jeep,Compact SUV,Black,5.503015403,-4.2411,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_black.prefab,0.7,0.7,0.7,No
391337.25,5818975,52.51005225,13.39884677,NO,Black Subcompact Car,Subcompact,Black,5.664685311,-4.1652,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
391334.7813,5818974.5,52.51004727,13.39881057,NO,White 70's Jeep,Compact SUV,White,5.330290335,-4.8123,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
391332.25,5818974.5,52.51004676,13.39877329,NO,Black Sporty Hatchback,Compact,Black,5.498795118,-2.5146,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_black.prefab,1,1,1,No
391329.7813,5818974.5,52.51004627,13.39873693,NO,Black Mid-size Car,Mid-size,Black,5.662056009,177.196,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,1.15,1,1,No
391327.25,5818974.5,52.51004577,13.39869965,NO,Silver Subcompact Car,Subcompact,Silver,5.8291422,-3.6905,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
391324.3125,5818974,52.51004069,13.39865655,NO,Silver 80's Hatchback,Compact,Silver,5.525945517,-2.8153,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988.prefab,0.61,0.61,0.61,No
391316,5818973.5,52.51003454,13.39853428,NO,Black Subcompact Car,Subcompact,Black,5.577722863,-3.8288,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
391310.9375,5818973.5,52.51003353,13.39845971,NO,White Subcompact Car,Subcompact,White,5.914979079,-2.5655,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391308.4688,5818973,52.51002854,13.39842351,NO,Silver Sporty Hatchback,Compact,Silver,5.578925817,176.9125,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,1,1,1,No
391301.4688,5818960,52.50991032,13.39832466,NO,Red Sporty Hatchback,Compact,Red,6.930561379,174.9764,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_red.prefab,1,1,1,No
391303.625,5818961,52.50991974,13.39835609,NO,White 70's Jeep,Compact SUV,White,6.074148601,176.885,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
391308.7188,5818961.5,52.50992524,13.39843095,NO,White Large Van,Large Van,White,5.914391493,177.5421,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van.prefab,1,1,1,No
391315.1563,5818962,52.50993102,13.39852561,NO,80's Mid-size Sedan 1,Mid-size,White,5.841554047,177.0126,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car2.prefab,0.85,0.85,0.85,No
391320.1563,5818961.5,52.50992752,13.39859941,NO,Dark Silver Compact Car,Compact,Silver,6.671588444,176.2324,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
391325.3125,5818962.5,52.50993754,13.39867503,NO,White Delivery Truck,Delivery Truck,White,6.015938569,355.9541,Commercial,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Truck.prefab,1,1,1,Yes
391327.7813,5818962.5,52.50993803,13.39871139,NO,Light Silver Full-size Sedan,Full-size Car,Silver,6.179880435,175.7296,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05.prefab,1.15,1,1,No
391331.7813,5818963,52.50994332,13.39877015,NO,White 90's SUV,Full-size,White,5.947219399,175.1144,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_white.prefab,1,1,1,No
391334.625,5818963,52.50994389,13.39881203,NO,Black 70's Jeep,Compact SUV,Black,6.135617254,177.1135,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_black.prefab,0.7,0.7,0.7,No
391337.1563,5818963.5,52.50994889,13.39884915,NO,Dark Blue Sporty Hatchback,Compact,Dark Blue,5.803911739,175.9769,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_dark_blue.prefab,1,1,1,No
391340,5818963.5,52.50994945,13.39889103,NO,White Sporty Hatchback Microcar,Microcar,White,5.993671389,355.0825,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_white.prefab,0.7,0.8,0.75,No
391342.5313,5818963.5,52.50994996,13.39892832,NO,Dark Silver Compact Car,Compact,Silver,6.161305989,177.1357,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
391345.625,5818963,52.50994608,13.39897405,NO,White Delivery Truck,Delivery Truck,White,6.865293725,176.9913,Commercial,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Truck.prefab,1,1,1,Yes
391379.0625,5818966.5,52.5099842,13.3994654,NO,Dark Blue Compact Car,Compact,Dark Blue,5.590842178,176.4753,Civilian,Assets/Car folder/,dark_blue_sedan.prefab,0.6,0.6,0.6,No
391382.3125,5818966.5,52.50998485,13.39951327,NO,90s Mid-size Sedan 2,Mid-size,Black,5.808020298,177.5497,Civilian,Assets/sedan/pref/,sedanpref.prefab,49,49,49,No
391387.1563,5818967,52.5099903,13.39958445,NO,White Subcompact Car,Subcompact,White,5.630801684,177.6997,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391392,5818967,52.50999127,13.39965579,NO,Dark Blue 90's SUV,Full-size,Dark Blue,5.951302576,175.105,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_dark_blue.prefab,1,1,1,No
391394.6875,5818967.5,52.5099963,13.39969521,NO,Silver Subcompact Car,Subcompact,Silver,5.630268909,175.3323,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
391399.5313,5818967.5,52.50999726,13.39976655,NO,White Full-size Sedan,Full-size Car,White,5.951133219,175.7999,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05 White.prefab,1.15,1,1,No
391401.9063,5818967.5,52.50999774,13.39980153,NO,White Compact Car,Compact,White,6.108623829,176.4538,Civilian,Assets/Car folder/,white_sedan.prefab,0.6,0.6,0.6,No
391404.5313,5818967.5,52.50999826,13.3998402,NO,Light Silver Full-size Sedan,Full-size Car,Silver,6.284545152,177.5771,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05.prefab,1.15,1,1,No
391407.2188,5818968.5,52.51000778,13.39987945,NO,Silver Subcompact Car,Subcompact,Silver,5.465197218,177.7346,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
391409.8438,5818968,52.51000381,13.39991828,NO,White 80's Hatchback,Compact,White,6.136282062,176.1876,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_white.prefab,0.61,0.61,0.61,No
391412.1563,5818968.5,52.51000876,13.39995218,NO,90s Mid-size Sedan 2,Mid-size,Black,5.791619221,177.1549,Civilian,Assets/sedan/pref/,sedanpref.prefab,49,49,49,No
391414.75,5818968,52.51000479,13.39999054,NO,90s Mid-size Sedan 1,Mid-size,White,6.479351258,176.0226,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car1.prefab,0.85,0.85,0.9,No
391417,5818969,52.51001422,13.40002336,NO,Silver Subcompact Car,Subcompact,Silver,5.652527616,354.1939,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,0.9,0.9,0.9,No
391419.375,5818969.5,52.51001919,13.40005817,NO,Black 80's Hatchback,Compact,Black,5.331100329,174.4535,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_black.prefab,0.61,0.61,0.61,No
391421.8438,5818969,52.51001519,13.4000947,NO,White Subcompact Car,Subcompact,White,6.014180113,174.7293,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391424.2188,5818969,52.51001566,13.40012968,NO,Black 90's SUV,Full-size,Black,6.191255217,175.4057,Civilian,Assets/Urban American Assets/Props/Vehicles/,Suv_black.prefab,1,1,1,No
391280.5313,5818979,52.51007689,13.39801007,NO,Black 70's Jeep,Compact SUV,Black,6.571156213,-93.3575,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_black.prefab,0.7,0.7,0.7,No
391280.1563,5818982,52.51010378,13.39800356,NO,Dark Blue Mid-size Car,Mid-size,Dark Blue,6.720868571,-93.62,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_dark_blue.prefab,1.15,1,1,No
391279.75,5818988,52.51015761,13.39799562,NO,80's Mid-size Sedan 1,Mid-size,White,6.677839781,-94.3228,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car2.prefab,0.85,0.85,0.85,No
391279.6563,5818990.5,52.51018006,13.39799342,NO,White 80's Hatchback,Compact,White,6.584427761,-93.7872,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_white.prefab,0.61,0.61,0.61,No
391279.0289855,5818993.07729991,52.51020687,13.39798093,NO,White 70's Jeep,Compact SUV,White,7.138896888,-93.8099,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_white.prefab,0.7,0.7,0.7,No
391278.7813,5818995.5,52.51022482,13.3979789,NO,Silver 70's Jeep,Compact SUV,Silver,7.082771679,-94.8755,Civilian,Assets/Stylized Vehicles Pack Free/Prefabs/,Jeep2_silver.prefab,0.7,0.7,0.7,No
391278.7188,5818998.5,52.51025177,13.397977,NO,Light Silver Full-size Sedan,Full-size Car,Silver,6.921250537,-95.3174,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05.prefab,1.15,1,1,No
391278.5625,5819001,52.5102742,13.39797388,NO,Dark Blue 80's Hatchback,Compact,Dark Blue,6.889040883,-94.7709,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_dark_blue.prefab,0.61,0.61,0.61,No
391278.375,5819003.5,52.51029663,13.3979703,NO,White Subcompact Car,Subcompact,White,6.888629575,85.7998,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391278.25,5819007,52.51032806,13.39796731,NO,Black Compact Car,Compact,Black,6.752850412,-95.5395,Civilian,Assets/Car folder/,black_sedan.prefab,0.6,0.6,0.6,No
391278.1563,5819009.5,52.51035051,13.39796512,NO,Black Subcompact Car,Subcompact,Black,6.658131106,-95.027,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
391278.0625,5819012,52.51037296,13.39796292,NO,Black Subcompact Car,Subcompact,Black,6.563959796,-94.4998,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
391277.5625,5819015.5,52.51040431,13.39795441,NO,White Large Van,Large Van,White,6.802176634,86.98,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Van.prefab,1,1,1,No
391277.25,5819019,52.5104357,13.39794866,NO,White Subcompact Car,Subcompact,White,6.850107307,-94.2337,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391276.9688,5819021.5,52.51045811,13.3979437,NO,80's Mid-size Sedan 1,Mid-size,White,6.943902678,-93.6104,Civilian,Assets/Urban American Assets/Props/Vehicles/,Car2.prefab,0.85,0.85,0.85,No
391276.9688,5819024,52.51048058,13.39794289,NO,Black Subcompact Car,Subcompact,Black,6.757650445,-93.1287,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_black.prefab,0.9,0.9,0.9,No
391276.5313,5819026.5,52.51050296,13.39793562,NO,80's Mid-size Sedan 2,Mid-size,White,7.005830414,85.0515,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - Small_Car.prefab,0.85,0.85,0.85,No
391276.5313,5819028.5,52.51052093,13.39793497,NO,White Subcompact Car,Subcompact,White,6.856181004,-93.579,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_white.prefab,0.9,0.9,0.9,No
391276.2188,5819031,52.51054334,13.39792955,NO,Black 80's Hatchback,Compact,Black,6.981708936,-95.4534,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_black.prefab,0.61,0.61,0.61,No
391276.0625,5819034,52.51057027,13.39792627,NO,White Compact Car,Compact,White,6.912765927,-93.3092,Civilian,Assets/Car folder/,white_sedan.prefab,0.6,0.6,0.6,No
391275.8125,5819036.5,52.51059268,13.39792177,NO,White 80's Hatchback,Compact,White,6.975044731,-95.2197,Civilian,Assets/Hatchback and Sedan/prefabs/,HATCHBACK_1988_white.prefab,0.61,0.61,0.61,No
391275.8125,5819038.5,52.51061066,13.39792112,NO,White 80's Mid-Sized Sedan,Compact,White,6.824775287,-93.8499,Civilian,Assets/Urban American Assets/Props/Vehicles B/,Traffic B - MidSedan 2.prefab,0.9,0.9,0.9,No
391275.4063,5819041.5,52.51063753,13.39791415,NO,Red Mid-size Car,Mid-size,Red,7.005416343,-94.074,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,1.15,1,1,No
391041.25,5819075.5,52.51089633,13.39445413,NO,Black Full-size Sedan,Full-size Car,Black,7.414788955,-33.42896,Civilian,Assets/Vehicle - pro 3d models/Civilian_vehicle_05/Prefab/,CivilianVehicle05_black.prefab,1.15,1,1,No
391047.1875,5819075.5,52.51089752,13.39454158,NO,Dark Silver Compact Car,Compact,Silver,6.983906768,-34.78845,Civilian,Assets/Car folder/,dark_grey_sedan.prefab,0.6,0.6,0.6,No
391050.4063,5819076,52.51090265,13.39458883,NO,Red Mid-size Car,Mid-size,Red,7.250954369,-35.61945,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_red.prefab,1.15,1,1,No
391053.3438,5819076.5,52.51090774,13.39463193,NO,Black Compact Car,Compact,Black,7.536330929,-33.88474,Civilian,Assets/Car folder/,black_sedan.prefab,0.6,0.6,0.6,No
391059.1875,5819076.5,52.5109089,13.39471801,NO,Silver Mid-size Car,Mid-size,Silver,7.114135187,-33.54596,Civilian,Assets/Car_Low/Tocus/Prafab/,Tocus_silver.prefab,1.15,1,1,No
391064.7188,5819077.5,52.51091899,13.39479915,NO,Silver Sporty Hatchback,Compact,Silver,7.710682736,144.8754,Civilian,Assets/Azerilo/Car Model No.1201 Asset/Prefab/,Sporty_Hatchback_silver.prefab,1,1,1,No
