X,Y,LATITUDE,LONGITUDE,fid,LIGHTSTYLE,ShortNumbe,OPERATOR,STATUS,DISTRICT,LOCATION,ROAD,EAST,NORTH,LUMINOUS,MODEL,SCALE_X,SCALE_Y,SCALE_Z,HubDist,BEARING
392308.4276,5819505.463,52.51501208,13.41297938,s_oeffbeleucht.141671,42446-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392308.4276,5819505.463,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.006143163,163.3384
392331.9153,5819509.39,52.51505202,13.4133241,s_oeffbeleucht.141672,42446-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392331.9153,5819509.39,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.419267186,164.9342
392354.1839,5819513.935,52.51509726,13.41365066,s_oeffbeleucht.141673,42446-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392354.1839,5819513.935,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.922325507,163.5349
392383.4842,5819519.647,52.51515438,13.41408042,s_oeffbeleucht.141674,42446-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392383.4842,5819519.647,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.120242635,172.0549
392408.1497,5819524.672,52.5152044,13.41444213,s_oeffbeleucht.141675,42446-2110017-00,17,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392408.1498,5819524.672,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.696907331,166.438
392432.4055,5819529.81,52.51525537,13.41479777,s_oeffbeleucht.141676,42446-2110018-00,18,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392432.4055,5819529.81,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.977774368,167.7709
392458.1276,5819523.463,52.5152034,13.41517873,s_oeffbeleucht.141677,42446-2110019-00,19,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392458.1276,5819523.463,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.539086522,347.5961
392479.0622,5819540.671,52.51536218,13.41548155,s_oeffbeleucht.141678,42446-2110020-00,20,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392479.0622,5819540.671,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.295355341,183.6805
392501.2264,5819525.797,52.51523288,13.41581285,s_oeffbeleucht.141679,42446-2110021-00,21,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392501.2264,5819525.797,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.621563682,0.9658
392523.8402,5819536.714,52.51533545,13.41614244,s_oeffbeleucht.141680,42446-2110022-00,22,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392523.8402,5819536.714,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.218748279,184.6921
392547.0247,5819521.863,52.51520656,13.41648876,s_oeffbeleucht.141681,42446-2110023-00,23,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392547.0247,5819521.863,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.74298005,9.1193
392573.1991,5819533.874,52.51531965,13.41687045,s_oeffbeleucht.141682,42446-2110024-00,24,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392573.1991,5819533.874,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.044000745,185.0184
392594.5235,5819520.902,52.51520728,13.41718876,s_oeffbeleucht.141683,42446-2110025-00,25,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392594.5235,5819520.902,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.541048488,345.6845
392618.0343,5819524.149,52.51524109,13.41753404,s_oeffbeleucht.141685,42446-2110026-00,26,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392618.0343,5819524.149,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,24.66059186,272.6789
392191.3752,5819500.365,52.51494313,13.41125679,s_oeffbeleucht.141689,42446-2110030-00,30,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392191.3752,5819500.365,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,1.923797961,174.9593
392180.958,5819517.811,52.51509785,13.41109768,s_oeffbeleucht.141690,42446-2110031-00,31,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392180.958,5819517.811,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,18.26472424,181.0388
392195.6274,5819526.781,52.51518137,13.41131086,s_oeffbeleucht.141691,42446-2110032-00,32,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392195.6275,5819526.781,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.757389759,116.6968
392241.5886,5819498.659,52.51493773,13.41199701,s_oeffbeleucht.141694,42446-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,Rolandufer,392241.5886,5819498.659,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.9,2.9,2.9,2.086569605,175.8402
390745.2307,5819682.286,52.51629004,13.38989471,s_oeffbeleucht.142413,42464-2110003-00,3,Electricity,In operation,Mitte (REG A),Mitte,RosmarinstraÃŸe,390745.2307,5819682.286,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.52069054,176.8394
390722.5985,5819680.45,52.516269,13.38956192,s_oeffbeleucht.142414,42464-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,RosmarinstraÃŸe,390722.5986,5819680.45,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.542783591,179.3151
390699.9353,5819678.87,52.51625026,13.38922859,s_oeffbeleucht.142415,42464-2110005-00,5,Electricity,In operation,Mitte (REG A),Mitte,RosmarinstraÃŸe,390699.9353,5819678.87,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.827097663,181.1723
392681.7233,5820188.498,52.52122397,13.41825778,s_oeffbeleucht.123647,41481-2110006-00,6,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392682.1343,5820186.907,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.00420926,28.2006
392709.6173,5820236.346,52.52165946,13.41865329,s_oeffbeleucht.123648,41481-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392710.1517,5820234.036,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,18.9404333,206.7749
392717.9936,5820169.676,52.52106196,13.41879821,s_oeffbeleucht.123649,41481-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392718.3715,5820167.788,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,9.789274102,29.8803
392742.6107,5820213.735,52.52146275,13.41914667,s_oeffbeleucht.123650,41481-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392742.6107,5820213.735,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,14.15409058,205.3908
392754.2639,5820150.166,52.52089377,13.41933887,s_oeffbeleucht.123651,41481-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392754.6552,5820149.01,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.19402348,27.666
392774.9884,5820195.14,52.52130201,13.41962968,s_oeffbeleucht.123652,41481-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392775.1877,5820194.168,Light pole with quadruple bracket,/Assets/Models/Berlin/Street_Light_Models/Object13.prefab,2,3.9,2,12.45104889,208.4669
392790.9571,5820130.973,52.5207285,13.41988564,s_oeffbeleucht.123653,41481-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392791.1261,5820129.82,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.13126746,26.1867
392827.1217,5820112.045,52.52056552,13.42042454,s_oeffbeleucht.123655,41481-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392827.541,5820110.739,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.07334489,28.0523
392863.8471,5820091.985,52.52039246,13.42097206,s_oeffbeleucht.123657,41481-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392863.8471,5820091.985,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.76404531,29.2063
392899.292,5820073.163,52.52023028,13.42150032,s_oeffbeleucht.123659,41481-2110018-00,18,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392899.292,5820073.163,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.92787093,25.9308
392955.4953,5820098.563,52.52046959,13.42232015,s_oeffbeleucht.123660,41481-2110019-00,19,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392955.6702,5820098.023,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,11.55678419,207.7894
393000.1194,5820075.616,52.52027213,13.42298495,s_oeffbeleucht.123662,41481-2110021-00,21,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393000.4082,5820074.621,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,12.21309484,207.8975
392975.9432,5820032.992,52.51988433,13.4226425,s_oeffbeleucht.123663,41481-2110022-00,22,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,392975.9432,5820032.992,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.63529646,28.7764
393036.7452,5820056.71,52.52010942,13.42353062,s_oeffbeleucht.123664,41481-2110023-00,23,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393037.0684,5820055.451,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,11.40607119,205.4902
393013.033,5820013.54,52.51971681,13.42319518,s_oeffbeleucht.123665,41481-2110024-00,24,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393013.033,5820013.54,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,10.82792809,29.1192
393073.9965,5820036.553,52.51993558,13.42408591,s_oeffbeleucht.123666,41481-2110025-00,25,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393074.1904,5820035.962,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.39539199,209.7654
393050.3308,5819993.984,52.51954838,13.42375095,s_oeffbeleucht.123667,41481-2110026-00,26,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393050.3308,5819993.984,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.94575798,28.8344
393110.8336,5820016.796,52.51976526,13.42463496,s_oeffbeleucht.123668,41481-2110027-00,27,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393110.8337,5820016.796,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,9.850500034,208.3518
393089.9878,5819973.244,52.51936978,13.42434186,s_oeffbeleucht.123669,41481-2110028-00,28,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393089.9878,5819973.244,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,11.02658279,29.0993
393153.8999,5819994.192,52.51957057,13.42527668,s_oeffbeleucht.123670,41481-2110029-00,29,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393153.8999,5819994.192,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,10.0046802,209.3489
393129.3774,5819952.901,52.51919469,13.42492869,s_oeffbeleucht.123671,41481-2110030-00,30,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393129.3774,5819952.901,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,10.87489996,26.7955
393191.0057,5819974.687,52.51940255,13.4258296,s_oeffbeleucht.123672,41481-2110031-00,31,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393191.0057,5819974.687,Light pole with triple bracket,/Assets/Models/Berlin/Street_Light_Models/Object34.prefab,0.9,0.9,0.9,9.389134948,208.6109
393170.4816,5819934.173,52.51903444,13.42554025,s_oeffbeleucht.123673,41481-2110032-00,32,Electricity,Renovation (in operation),Mitte (REG A),Mitte,Karl-Marx-Allee,393170.4816,5819934.173,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,10.04465871,25.327
393231.857,5819954.443,52.51922863,13.42643793,s_oeffbeleucht.123674,41481-2110033-00,33,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393231.857,5819954.443,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,8.703875236,204.4916
393213.0604,5819914.799,52.51886867,13.42617375,s_oeffbeleucht.123675,41481-2110034-00,34,Electricity,In operation,Mitte (REG A),Mitte,Karl-Marx-Allee,393213.0604,5819914.799,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,10.63622737,24.4773
393284.7802,5819931.773,52.51903526,13.42722487,s_oeffbeleucht.123676,41481-2110035-00,35,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Karl-Marx-Allee,393284.7802,5819931.773,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,8.820104708,198.9317
393263.9734,5819888.644,52.5186436,13.42693219,s_oeffbeleucht.123677,41481-2110036-00,36,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Karl-Marx-Allee,393263.9734,5819888.644,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,12.29716839,28.0189
392613.9959,5820707.684,52.5258764,13.41709223,s_oeffbeleucht.124810,41520-2110002-00,2,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392613.9959,5820707.684,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.664348914,306.1251
392600.2198,5820688.596,52.52570215,13.41689542,s_oeffbeleucht.124812,41520-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392600.2198,5820688.596,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.163189662,303.9733
392587.568,5820671.94,52.52554997,13.41671439,s_oeffbeleucht.124814,41520-2110006-00,6,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392587.568,5820671.94,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.926099917,302.7417
392586.9,5820622,52.52510105,13.41672068,s_oeffbeleucht.124815,41520-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392586.9134,5820622.714,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.456278903,127.02
392572.6943,5820652.501,52.52537235,13.41650152,s_oeffbeleucht.124816,41520-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392572.6943,5820652.501,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.5503173,309.7106
392552.52,5820612.89,52.5250124,13.41621708,s_oeffbeleucht.124818,41520-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392552.52,5820612.89,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,3.688380737,299.1116
392541.68,5820594.64,52.52484625,13.41606326,s_oeffbeleucht.124820,41520-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392541.68,5820594.64,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.111059554,302.2866
392530.21,5820577.32,52.52468834,13.41589986,s_oeffbeleucht.124822,41520-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392530.21,5820577.32,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.513990876,309.2476
392517.63,5820559.87,52.52452904,13.41572016,s_oeffbeleucht.124824,41520-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392517.63,5820559.87,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.044542961,304.6952
392502.505,5820539.995,52.52434745,13.41550374,s_oeffbeleucht.124826,41520-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392502.505,5820539.995,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,3.88396961,308.5575
392490.21,5820520.31,52.52416812,13.41532895,s_oeffbeleucht.124828,41520-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392490.21,5820520.31,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,4.937143285,300.8691
392476.68,5820502.95,52.52400944,13.41513522,s_oeffbeleucht.124830,41520-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392476.68,5820502.95,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,3.654139773,299.9806
392405.8113,5820524.323,52.52418752,13.41408415,s_oeffbeleucht.124835,41520-2110027-00,27,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392405.8113,5820524.323,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,1.921714959,35.5285
392426.3496,5820508.607,52.52405034,13.41439184,s_oeffbeleucht.124836,41520-2110028-00,28,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392426.3496,5820508.607,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.618136162,31.6766
392442.5269,5820496.872,52.52394808,13.41463399,s_oeffbeleucht.124837,41520-2110029-00,29,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392442.527,5820496.872,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.632587838,34.5651
392465.0619,5820480.043,52.52380129,13.41497146,s_oeffbeleucht.124838,41520-2110030-00,30,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392465.0619,5820480.043,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.889857204,39.0878
392484.4262,5820465.325,52.52367284,13.41526152,s_oeffbeleucht.124839,41520-2110031-00,31,Electricity,In operation,Mitte (REG A),Mitte,KeibelstraÃŸe,392484.4262,5820465.325,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.938234409,28.3255
392234.53,5819889.76,52.51845105,13.41176628,s_oeffbeleucht.125380,41582-2110001-00,1,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392234.53,5819889.76,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.735283305,243.8757
392234.4947,5819874.762,52.51831626,13.41177062,s_oeffbeleucht.125381,41582-2110002-00,2,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392234.4947,5819874.762,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.948638312,67.085
392249.6756,5819863.315,52.51821639,13.41199797,s_oeffbeleucht.125382,41582-2110003-00,3,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392249.6756,5819863.315,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,3.819334206,234.6769
392251.081,5819839.95,52.51800669,13.41202624,s_oeffbeleucht.125383,41582-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392251.081,5819839.95,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.916877426,67.1031
392265.3428,5819826.549,52.51788908,13.41224069,s_oeffbeleucht.125384,41582-2110005-00,5,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392265.3428,5819826.549,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.45170411,278.4569
392253.5652,5819800.447,52.51765218,13.41207564,s_oeffbeleucht.125385,41582-2110006-00,6,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392253.5652,5819800.447,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,10.67286203,73.3418
392276.6245,5819792.994,52.51758976,13.41241775,s_oeffbeleucht.125386,41582-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392276.6245,5819792.994,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.778113824,253.5967
392263.0742,5819768.952,52.51737102,13.41222593,s_oeffbeleucht.125387,41582-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392263.0742,5819768.952,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.062173746,78.9499
392286.9735,5819757.403,52.51727196,13.41258174,s_oeffbeleucht.125388,41582-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392286.9735,5819757.403,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.260669611,175.4193
392267.0355,5819740.337,52.51711465,13.41229356,s_oeffbeleucht.125389,41582-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392267.0355,5819740.337,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.594237155,86.728
392283.8721,5819725.097,52.51698102,13.41254652,s_oeffbeleucht.125390,41582-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392283.8721,5819725.097,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.701397611,271.2738
392265.1382,5819695.113,52.51670786,13.41228026,s_oeffbeleucht.125391,41582-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392265.1382,5819695.113,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,8.441046424,95.8818
392281.6503,5819680.316,52.51657815,13.4125283,s_oeffbeleucht.125392,41582-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392281.6504,5819680.316,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.011241973,271.5574
392261.9212,5819659.778,52.51638968,13.41224432,s_oeffbeleucht.125393,41582-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392261.9212,5819659.778,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.169818195,96.8765
392273.6781,5819631.385,52.51613684,13.41242671,s_oeffbeleucht.125394,41582-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392273.6781,5819631.385,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.280142824,279.3326
392269.7491,5819574.862,52.51562811,13.41238714,s_oeffbeleucht.125395,41582-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392269.7491,5819574.862,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,4.403193204,272.4621
392265.1029,5819547.133,52.515378,13.41232769,s_oeffbeleucht.125396,41582-2110017-00,17,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392265.1029,5819547.133,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.556277945,263.5746
392262.945,5819517.696,52.51511303,13.41230544,s_oeffbeleucht.125397,41582-2110018-00,18,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392262.9451,5819517.696,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,2.201203846,268.5971
392250.4122,5819893.626,52.51848893,13.411999,s_oeffbeleucht.125398,41582-2110019-00,19,Electricity,In operation,Mitte (REG A),Mitte,KlosterstraÃŸe,392250.4123,5819893.626,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,19.22199501,238.1019
392328.0154,5820772.157,52.52639937,13.41285764,s_oeffbeleucht.125264,41562-2110001-00,1,Electricity,In operation,Mitte (REG A),Mitte,Kleine AlexanderstraÃŸe,392328.0154,5820772.157,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.292776576,298.4263
392312.1935,5820762.16,52.5263064,13.41262775,s_oeffbeleucht.125265,41562-2110002-00,2,Electricity,In operation,Mitte (REG A),Mitte,Kleine AlexanderstraÃŸe,392312.1935,5820762.16,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.116218162,109.1581
392310.5023,5820732.291,52.52603764,13.41261251,s_oeffbeleucht.125266,41562-2110003-00,3,Electricity,In operation,Mitte (REG A),Mitte,Kleine AlexanderstraÃŸe,392310.5023,5820732.291,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.529833777,294.6244
392293.7691,5820723.224,52.52595285,13.4123689,s_oeffbeleucht.125267,41562-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,Kleine AlexanderstraÃŸe,392293.7692,5820723.224,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.069165189,117.7371
