X,Y,LATITUDE,LONGITUDE,fid,LIGHTSTYLE,ShortNumbe,OPERATOR,STATUS,DISTRICT,LOCATION,ROAD,EAST,NORTH,LUMINOUS,MODEL,SCALE_X,SCALE_Y,SCALE_Z,HubDist,BEARING
391844.7797,5819107.661,52.51134536,13.40627897,s_oeffbeleucht.155276,43467-2110174-00,174,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391844.7797,5819107.661,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,10.27073431,170.2303
391823.9471,5819090.297,52.51118518,13.40597777,s_oeffbeleucht.155277,43467-2110175-00,175,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391823.9471,5819090.297,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,4.447323432,359.54
391641.2006,5819103.924,52.51127135,13.40328161,s_oeffbeleucht.155281,43467-2110179-00,179,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391641.2006,5819103.924,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,10.41805138,100.4572
391601.5756,5819106.424,52.51128594,13.40269715,s_oeffbeleucht.155284,43467-2110183-00,183,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391601.5756,5819106.424,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,35.10028047,150.4732
391648.2894,5819136.031,52.51156129,13.40337557,s_oeffbeleucht.155285,43467-2110184-00,184,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391648.2894,5819136.031,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,27.24683293,170.116
391640.4863,5819150.607,52.51169073,13.40325588,s_oeffbeleucht.155286,43467-2110185-00,185,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391640.4863,5819150.607,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,38.9773737,313.4713
391633.2124,5819164.352,52.51181281,13.40314426,s_oeffbeleucht.155287,43467-2110186-00,186,Electricity,In operation,Mitte (REG A),Mitte,WallstraÃŸe,391633.2124,5819164.352,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,24.25295943,312.531
391027.5449,5819803.889,52.51743936,13.39401358,s_oeffbeleucht.153508,43378-2110047-00,47,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,391027.545,5819803.889,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,4.670337801,176.7326
391029.4595,5819779.801,52.51722327,13.39404968,s_oeffbeleucht.153509,43378-2110048-00,48,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,391029.4595,5819779.801,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.779982978,354.1384
390997.6808,5819801.551,52.51741238,13.39357441,s_oeffbeleucht.153510,43378-2110049-00,49,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390997.6808,5819801.551,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.025215288,179.1266
390999.7871,5819777.448,52.51719619,13.39361335,s_oeffbeleucht.153511,43378-2110050-00,50,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390999.7871,5819777.448,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.424359937,354.42
390959.8082,5819808.561,52.5174678,13.39301421,s_oeffbeleucht.153512,43378-2110051-00,51,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390959.8082,5819808.561,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.289662967,186.4929
390962.8268,5819766.085,52.51708669,13.3930726,s_oeffbeleucht.153513,43378-2110052-00,52,Electricity,Renovation (in operation),Mitte (REG A),Mitte,Unter den Linden,390962.8268,5819766.085,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.093914375,327.5857
390920.3491,5819762.136,52.5170427,13.39244815,s_oeffbeleucht.153515,43378-2110054-00,54,Electricity,Renovation (out of service),Mitte (REG A),Mitte,Unter den Linden,390920.3491,5819762.136,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.334821716,353.3666
390892.1064,5819805.347,52.51742537,13.39201793,s_oeffbeleucht.153516,43378-2110055-00,55,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390892.1064,5819805.347,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.415700604,177.2511
390895.0282,5819757.728,52.51699802,13.3920766,s_oeffbeleucht.153517,43378-2110056-00,56,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390895.0282,5819757.728,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,9.468822504,353.7683
390871.0343,5819756.165,52.51697917,13.39172365,s_oeffbeleucht.153519,43378-2110058-00,58,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390871.0344,5819756.165,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.887131276,355.3927
390842.7994,5819801.727,52.51738296,13.39129276,s_oeffbeleucht.153520,43378-2110059-00,59,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390842.7994,5819801.727,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.496663701,176.8183
390842.0661,5819753.668,52.51695093,13.39129774,s_oeffbeleucht.153521,43378-2110060-00,60,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390842.0661,5819753.668,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.793677043,354.1904
390818.4957,5819799.646,52.51735939,13.39093542,s_oeffbeleucht.153522,43378-2110061-00,61,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390818.4957,5819799.646,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.251599102,172.5661
390816.8061,5819751.615,52.51692742,13.39092631,s_oeffbeleucht.153523,43378-2110062-00,62,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390816.8061,5819751.615,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.595804712,352.4362
390793.4,5819798,52.51733957,13.39056628,s_oeffbeleucht.153524,43378-2110063-00,63,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390793.3421,5819797.618,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.581158299,174.9229
390786.0936,5819748.829,52.51689623,13.39047479,s_oeffbeleucht.153525,43378-2110064-00,64,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390786.0936,5819748.829,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.302354514,353.68
390767.1166,5819795.329,52.5173103,13.39017997,s_oeffbeleucht.153526,43378-2110065-00,65,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390767.1167,5819795.329,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.87902842,175.5854
390757.2939,5819746.372,52.51686838,13.39005135,s_oeffbeleucht.153527,43378-2110066-00,66,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390757.2939,5819746.372,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.233454638,358.0875
390742.9857,5819793.653,52.5172904,13.38982504,s_oeffbeleucht.153528,43378-2110067-00,67,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390742.9857,5819793.653,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.116878695,172.6616
390732.4012,5819744.139,52.51684332,13.38968539,s_oeffbeleucht.153529,43378-2110068-00,68,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390732.4012,5819744.139,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.285877387,353.2613
390723.6456,5819792.047,52.51727209,13.38954067,s_oeffbeleucht.153530,43378-2110069-00,69,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390723.6456,5819792.047,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.033680756,177.7004
390710.2196,5819742.501,52.51682415,13.38935917,s_oeffbeleucht.153531,43378-2110070-00,70,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390710.2197,5819742.501,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.004983159,355.5993
390697.2985,5819790.3,52.51725111,13.38915312,s_oeffbeleucht.153532,43378-2110071-00,71,Electricity,In operation,Mitte (REG A),Mitte,Unter den Linden,390697.2985,5819790.3,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.283315006,178.4262
393397.3468,5819827.085,52.51811649,13.42891678,s_oeffbeleucht.151331,43244-2110006-00,6,Electricity,In operation (Provi),Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393397.3468,5819827.085,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,7.769573291,355.4238
393367.4477,5819817.06,52.51802054,13.42847953,s_oeffbeleucht.151332,43244-2110007-00,7,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393367.4477,5819817.06,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,9.686143787,325.3185
393337.7409,5819826.663,52.51810103,13.42803881,s_oeffbeleucht.151333,43244-2110008-00,8,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393337.7409,5819826.663,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,8.186980426,16.5406
393310.6033,5819845.115,52.51826154,13.42763311,s_oeffbeleucht.151334,43244-2110009-00,9,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393310.6033,5819845.115,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,6.970875537,67.5751
393290.4114,5819870.205,52.51848307,13.42732759,s_oeffbeleucht.151335,43244-2110010-00,10,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393290.4114,5819870.205,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,9.686402977,45.606
393313.9807,5819923.995,52.51897108,13.42765755,s_oeffbeleucht.151336,43244-2110001-00,1,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393313.9807,5819923.995,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,6.582966602,186.952
393342.2591,5819928.817,52.51901995,13.4280726,s_oeffbeleucht.151337,43244-2110002-00,2,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393342.2591,5819928.817,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,8.704861529,147.3635
393371.5727,5819922.57,52.51896955,13.42850646,s_oeffbeleucht.151338,43244-2110003-00,3,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393371.5727,5819922.57,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,8.708543945,194.4631
393416.6096,5819884.606,52.51863718,13.42918211,s_oeffbeleucht.151340,43244-2110005-00,5,Electricity,In operation,Friedrichshain-Kreuzberg (REG A),Friedrichshain,Strausberger Platz,393416.6096,5819884.606,Light pole with quintuple bracket,/Assets/Models/Berlin/Street_Light_Models/Object33.prefab,0.9,0.9,0.9,7.206347613,217.3138
390483.6,5821085,52.52884315,13.3855785,s_oeffbeleucht.152562,43316-2110001-00,1,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390484.094,5821084.303,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.535730922,159.8135
390504.068,5821078.134,52.52878556,13.38588236,s_oeffbeleucht.152563,43316-2110002-00,2,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390504.068,5821078.134,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.250582566,338.0713
390527.9,5821101,52.52899584,13.38622599,s_oeffbeleucht.152564,43316-2110003-00,3,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390528.5934,5821100.746,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.327455783,159.6912
390559.6522,5821098.712,52.52898165,13.38669462,s_oeffbeleucht.152565,43316-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390559.6523,5821098.712,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.526295902,336.4112
390582.5541,5821121.027,52.52918679,13.38702473,s_oeffbeleucht.152566,43316-2110005-00,5,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390582.5541,5821121.027,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.298745501,161.8839
390612.5726,5821118.076,52.5291663,13.38746803,s_oeffbeleucht.152567,43316-2110006-00,6,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390612.5726,5821118.076,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,6.055365125,339.8096
390631.8859,5821139.507,52.52936277,13.38774556,s_oeffbeleucht.152568,43316-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390631.8859,5821139.507,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,7.189293406,159.1779
390660.3005,5821135.874,52.52933582,13.38816545,s_oeffbeleucht.152569,43316-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390660.3005,5821135.874,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.949914031,336.0173
390671.8,5821155,52.52951001,13.3883286,s_oeffbeleucht.152570,43316-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390671.9165,5821154.419,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.311220272,163.3508
390693.7838,5821148.533,52.5294563,13.38865466,s_oeffbeleucht.152571,43316-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390693.7838,5821148.533,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.959399507,342.4413
390707.4851,5821168.053,52.52963447,13.38885014,s_oeffbeleucht.152572,43316-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390707.4852,5821168.053,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.459728507,160.4781
390725.4818,5821160.386,52.52956918,13.38911784,s_oeffbeleucht.152573,43316-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390725.4819,5821160.386,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.091705496,342.3126
390740.7,5821181,52.52975748,13.38933531,s_oeffbeleucht.152574,43316-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390740.8937,5821180.623,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.393144683,160.7909
390767.011,5821175.808,52.5297161,13.38972472,s_oeffbeleucht.152575,43316-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390767.011,5821175.808,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.305472701,341.9693
390782.1,5821197,52.52990957,13.38994009,s_oeffbeleucht.152576,43316-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390782.0298,5821195.93,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.438545789,295.0012
390809.3431,5821191.807,52.52986836,13.39034324,s_oeffbeleucht.152577,43316-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390809.3432,5821191.807,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.03862667,338.4083
390822.3584,5821210.845,52.53004206,13.39052877,s_oeffbeleucht.152578,43316-2110017-00,17,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390822.3584,5821210.845,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.281059643,157.5833
390847.6373,5821205.797,52.53000176,13.39090292,s_oeffbeleucht.152579,43316-2110018-00,18,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390847.6373,5821205.797,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.333219716,341.4157
390865.888,5821227.351,52.53019911,13.39116477,s_oeffbeleucht.152580,43316-2110019-00,19,Electricity,In operation,Mitte (REG A),Mitte,TieckstraÃŸe,390865.8881,5821227.351,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.353828595,156.8807
390935.0791,5819812.343,52.51749684,13.39264867,s_oeffbeleucht.153432,43375-2110001-00,1,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390935.0791,5819812.343,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,2.707586585,259.7403
390932.1267,5819848.47,52.51782091,13.39259333,s_oeffbeleucht.153434,43375-4110003-00,3,Electricity,Out of service (VS),Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390932.1267,5819848.47,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,2.730304046,266.686
390929.0055,5819888.922,52.51818381,13.39253408,s_oeffbeleucht.153436,43375-2110005-00,5,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390929.0056,5819888.922,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,2.964611964,260.0331
390925.6933,5819927.109,52.51852632,13.39247276,s_oeffbeleucht.153438,43375-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390925.6933,5819927.109,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,2.80473812,261.2679
390922.6495,5819967.21,52.51888608,13.39241476,s_oeffbeleucht.153440,43375-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390922.6495,5819967.21,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,3.073848215,261.9654
390908.6705,5819984.706,52.51904051,13.39220309,s_oeffbeleucht.153441,43375-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390908.6705,5819984.706,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,6.597033524,56.3384
390899.3224,5820007.523,52.51924369,13.39205788,s_oeffbeleucht.153442,43375-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390899.3224,5820007.523,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,7.625257448,83.8163
390910.3723,5820027.484,52.51942528,13.39221412,s_oeffbeleucht.153443,43375-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390910.3723,5820027.484,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,5.50899401,259.9995
390895.8633,5820048.237,52.51960888,13.39199356,s_oeffbeleucht.153444,43375-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390895.8633,5820048.237,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,6.716094997,81.2748
390906.683,5820068.293,52.51979128,13.39214638,s_oeffbeleucht.153445,43375-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390906.683,5820068.293,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,6.196701343,263.7062
390892.626,5820086.946,52.51995609,13.39193317,s_oeffbeleucht.153446,43375-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,UniversitÃ¤tsstraÃŸe,390892.626,5820086.946,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,2.8,2.8,2.8,5.788661692,85.0963
392617.7,5820609,52.52499029,13.41717869,s_oeffbeleucht.154620,43432-2110007-00,7,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392617.0984,5820609.397,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.711840576,218.3681
392574.6,5820606,52.52495483,13.41654463,s_oeffbeleucht.154621,43432-2110008-00,8,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392574.3882,5820606.726,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.683772359,38.0648
392631.4,5820599,52.52490312,13.41738378,s_oeffbeleucht.154622,43432-2110009-00,9,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392631.17,5820599.347,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.61402977,217.7039
392588.1,5820597,52.52487661,13.41674645,s_oeffbeleucht.154623,43432-2110010-00,10,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392587.8072,5820596.853,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.488410735,34.0486
392641.4224,5820591.634,52.5248389,13.41753383,s_oeffbeleucht.154624,43432-2110011-00,11,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392641.4224,5820591.634,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.227496887,218.0652
392600.3995,5820587.621,52.52479475,13.4169307,s_oeffbeleucht.154625,43432-2110012-00,12,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392600.3995,5820587.621,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.322768542,33.3564
392654.4575,5820582.235,52.524757,13.41772892,s_oeffbeleucht.154626,43432-2110013-00,13,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392654.4575,5820582.235,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.06101512,214.454
392614.9543,5820577.003,52.5247022,13.41714858,s_oeffbeleucht.154627,43432-2110014-00,14,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392614.9543,5820577.003,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,6.073842281,35.7935
392667.4156,5820572.68,52.52467369,13.41792293,s_oeffbeleucht.154628,43432-2110015-00,15,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392667.4156,5820572.68,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,9.552026762,265.0074
392626.6198,5820568.413,52.5246273,13.41732323,s_oeffbeleucht.154629,43432-2110016-00,16,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392626.6198,5820568.413,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,5.945933881,37.1561
392505.4,5820656.74,52.52539717,13.41550863,s_oeffbeleucht.154616,43432-2110003-00,3,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392505.4,5820656.74,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,5.800109497,304.6407
392524.8,5820642,52.52526853,13.41579924,s_oeffbeleucht.154617,43432-2110004-00,4,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392523.47,5820642.72,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,8.373620844,37.1743
392603.2,5820619,52.5250773,13.41696182,s_oeffbeleucht.154618,43432-2110005-00,5,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392603.0723,5820619.894,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,7.190777257,217.0519
392542.2,5820630,52.52516413,13.41605949,s_oeffbeleucht.154619,43432-2110006-00,6,Electricity,In operation,Mitte (REG A),Mitte,WadzeckstraÃŸe,392542.08,5820627.65,Light pole with boom light,/Assets/Models/Berlin/Street_Light_Models/Object21.prefab,2.9,2.9,2.9,9.265140369,37.748
392729.736,5819585.809,52.51581721,13.41915959,s_oeffbeleucht.144302,42567-2110044-00,44,Electricity,In operation,Mitte (REG A),Mitte,SchillingstraÃŸe,392729.736,5819585.809,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,49.42424117,312.5673
392706.3579,5819570.3,52.51567323,13.41882022,s_oeffbeleucht.144303,42567-2110045-00,45,Electricity,In operation,Mitte (REG A),Mitte,SchillingstraÃŸe,392706.3579,5819570.3,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,28.96638376,210.5041
392831.2961,5819686.388,52.51674107,13.42062325,s_oeffbeleucht.144304,42567-2110046-00,46,Electricity,In operation,Mitte (REG A),Mitte,SchillingstraÃŸe,392831.2961,5819686.388,Light pole with top light,/Assets/Models/Berlin/Street_Light_Models/Object26.prefab,1.8,1.8,1.8,35.8727142,27.472
390429.2898,5821148.658,52.52940429,13.38475725,s_oeffbeleucht.144415,42571-2110001-00,1,Electricity,In operation,Mitte (REG A),Mitte,SchlegelstraÃŸe,390429.2898,5821148.658,Lighting pole with extension light,/Assets/Models/Berlin/Street_Light_Models/Object11.prefab,3,3,3,6.176108921,144.0064
