X,Y,LATITUDE,LONGITUDE,name,altitude,BEARING,href,CityObjType,ELEVATION,LocalityName,ThoroughfareName,ThoroughfareNumber,function,measuredHeight,roofType
390702.6847,5818989.644,52.510057,13.3894956,BLDG_0003000f001c0781,31.75,358.7222847,2/BLDG_0003000f001c0781.dae,Building,31.75,Berlin,Krausenstr.,72,1004,27.97295,1000
390606.4634,5818828.426,52.5085889,13.3881314,BLDG_0003000f00302182,32.4700012,358.7211214,6/BLDG_0003000f00302182.dae,Building,32.47,Berlin,Mauerstr.,77,1411,30.53,1130
390618.1524,5818810.049,52.5084261,13.3883096,BLDG_000300000016d735,33.0299988,358.7325123,13/BLDG_000300000016d735.dae,Building,33.03,Berlin,Mauerstr.,81,1005,3.06302,1000
390811.4378,5819085.598,52.5109411,13.3910659,BLDG_0003000900000767,34.0299988,358.724306,2433/BLDG_0003000900000767.dae,Building,34.03,Berlin,Charlottenstr.,62,1301,30.00079,1130
390645.3931,5819196.372,52.5119033,13.3885838,BLDG_0003000400018169,34.0600014,358.7208863,2437/BLDG_0003000400018169.dae,Building,34.06,Berlin,Kronenstr.,18,2131,15.42835,1000
390688.8822,5818971.713,52.5098931,13.3892982,BLDG_000300000016df82,31.9400005,358.7300929,24/BLDG_000300000016df82.dae,Building,31.94,Berlin,Krausenstr.,72,1004,23.06,1000
390707.2524,5818994.75,52.5101038,13.3895612,BLDG_00030009005bb9b5,31.8899994,358.7220469,37/BLDG_00030009005bb9b5.dae,Building,31.89,Berlin,Leipziger Str.,26,1004,28.71,1130
390271.442,5818911.586,52.5092689,13.3831697,BLDG_000300070000be4a,31.6800003,358.7293016,89/BLDG_000300070000be4a.dae,Building,31.68,Berlin,Zimmerstr.,91,1119,8.39618,1000
390566.3374,5818880.754,52.5090511,13.3875232,BLDG_0003000e005e19b1,35.25,358.7180861,99/BLDG_0003000e005e19b1.dae,Building,35.25,Berlin,Wilhelmstr.,97,1499,8.25783,1000
390250.0551,5818911.297,52.509262,13.3828548,BLDG_000300070000be48,31.1299992,358.7230507,110/BLDG_000300070000be48.dae,Building,31.13,Berlin,Mauerstr.,1,1119,23.36155,1130
390296.9444,5818859.46,52.5088056,13.3835625,BLDG_000300000016b503,31.2900009,358.725025,114/BLDG_000300000016b503.dae,Building,31.29,Berlin,Wilhelmstr.,97,1119,23.10846,1130
390979.7827,5818822.175,52.5086075,13.3936318,BLDG_0003000e002ce96b,34.1599998,358.722649,122/BLDG_0003000e002ce96b.dae,Building,34.16,Berlin,Wilhelmstr.,97,1231,27.41107,1130
390982.4543,5818861.073,52.5089576,13.3936584,BLDG_00030009000007ea,34.1399994,358.7272976,133/BLDG_00030009000007ea.dae,Building,34.14,Berlin,Markgrafenstr.,55,1119,25.77,1130
390298.5392,5818941.603,52.5095441,13.3835589,BLDG_0003000f0004058e,31.9699993,358.7195129,118/BLDG_0003000f0004058e.dae,Building,31.97,Berlin,Wilhelmstr.,97,1119,26.93,1130
390767.4245,5818898.4,52.50925,13.3904791,BLDG_000300090000073a,34.25,358.7250808,48/BLDG_000300090000073a.dae,Building,34.32,Berlin,Mauerstr.,93,1499,30.25717,1000
390920.694,5818851.22,52.5088567,13.392752,BLDG_000300000017c320,34.3800011,358.7229189,145/BLDG_000300000017c320.dae,Building,34.38,Berlin,Krausenstr.,19,2523,3.23024,1000
390993.627,5818892.371,52.5092411,13.3938127,BLDG_0003000e00964083,34.0999985,358.7264332,140/BLDG_0003000e00964083.dae,Building,34.1,Berlin,Krausenstr.,17,1119,27.70826,1130
390853.426,5818786.464,52.5082613,13.3917825,BLDG_0003000e00795865,34.2700005,358.7210645,149/BLDG_0003000e00795865.dae,Building,34.31,Berlin,SchÃ¼tzenstr.,67,2121,25.563,1000
390847.0655,5818813.346,52.5085016,13.39168,BLDG_0003000900000a3c,34.3600006,358.7291119,165/BLDG_0003000900000a3c.dae,Building,34.36,Berlin,SchÃ¼tzenstr.,5,1004,29.10947,1130
390952.7093,5818894.64,52.5092533,13.3932093,DEB_LOD2_UUID_3d588748-a741-4aed-ae4f-94ade79da1f5,34.4,358.7374658,178/DEB_LOD2_UUID_3d588748-a741-4aed-ae4f-94ade79da1f5.dae,Building,34.4,Berlin,Zimmerstr.,80,1231,24.981,1000
390748.2638,5818933.389,52.5095606,13.3901854,DEB_LOD2_UUID_24459d4f-cf79-4b67-9c3e-e47d72b0ac8a,34.74,358.7337121,200/DEB_LOD2_UUID_24459d4f-cf79-4b67-9c3e-e47d72b0ac8a.dae,Building,34.74,Berlin,Zimmerstr.,80,1231,25.355,1000
390569.8646,5818890.635,52.5091406,13.3875719,BLDG_0003000e005e1924,34.9199982,358.7311561,21/BLDG_0003000e005e1924.dae,Building,34.92,Berlin,Leipziger Str.,26,1411,4.36986,1000
390857.1821,5818948.977,52.5097225,13.3917845,DEB_LOD2_UUID_fa3c129e-cebb-461a-9929-824d8947268a,32.86,358.7245335,302/DEB_LOD2_UUID_fa3c129e-cebb-461a-9929-824d8947268a.dae,Building,32.86,Berlin,Zimmerstr.,67,1231,28.611,1000
390688.5914,5818975.414,52.5099263,13.3892927,BLDG_000300000016deb3,34.7900009,358.718395,32/BLDG_000300000016deb3.dae,Building,34.79,Berlin,Mauerstr.,77,2523,0.71,1000
390574.712,5818859.914,52.5088655,13.3876534,BLDG_0003000e005e1910,32.9099998,358.718219,46/BLDG_0003000e005e1910.dae,Building,32.91,Berlin,Mauerstr.,85,1004,8.09,1000
390594.6817,5818784.568,52.5081924,13.3879723,BLDG_000300080032b229,34.2000008,358.7188164,74/BLDG_000300080032b229.dae,Building,34.2,Berlin,Wilhelmstr.,43,2523,4.64303,1000
390651.4974,5818825.907,52.5085753,13.3887955,BLDG_0003000f0030217f,29.6599998,358.7153318,57/BLDG_0003000f0030217f.dae,Building,29.66,Berlin,Friedrichstr.,55,1411,33.34,1130
390576.5652,5818821.894,52.5085242,13.3876932,BLDG_000300080032b21c,31.9300003,358.7164073,82/BLDG_000300080032b21c.dae,Building,31.93,Berlin,Mauerstr.,79,1004,10.57,1000
390575.4937,5818767.838,52.5080382,13.3876952,BLDG_0003000e00283732,31.7800007,358.7273219,94/BLDG_0003000e00283732.dae,Building,35.05,Berlin,Mauerstr.,81,2121,27.44908,1130
390963.1807,5818861.78,52.5089601,13.3933743,BLDG_0003000e002ce976,34.3300018,358.7372177,125/BLDG_0003000e002ce976.dae,Building,34.33,Berlin,SchÃ¼tzenstr.,12,1119,25.5789,1130
390382.0699,5818818.352,52.5084533,13.3848298,BLDG_0003000f002947f2,31.6800003,358.7146102,62/BLDG_0003000f002947f2.dae,Building,31.68,Berlin,Wilhelmstr.,97,1119,30.82,1000
390963.5288,5818859.113,52.5089362,13.3933803,BLDG_0003000e0064f96b,31.3500004,358.7296403,136/BLDG_0003000e0064f96b.dae,Building,31.35,Berlin,SchÃ¼tzenstr.,64,1119,31.06062,1130
390738.3848,5818784.499,52.5082206,13.3900888,BLDG_0003000900000a36,34.4799995,358.7254248,106/BLDG_0003000900000a36.dae,Building,34.57,Berlin,Wilhelmstr.,97,1411,30.93,1130
390829.7745,5818767.74,52.5080883,13.3914403,BLDG_0003000e0064f955,34.1199989,358.7317096,153/BLDG_0003000e0064f955.dae,Building,34.39,Berlin,Charlottenstr.,78,1411,31.37,1130
390798.2938,5818915.026,52.5094056,13.3909283,BLDG_000300090000073c,34.3499985,358.7238308,171/BLDG_000300090000073c.dae,Building,34.44,Berlin,SchÃ¼tzenstr.,6,2921,26.25,1130
390676.0967,5818751.671,52.5079131,13.3891822,DEB_LOD2_UUID_3a6a1058-c242-4752-97b6-4edc1b878a0e,34.94,358.724038,831/DEB_LOD2_UUID_3a6a1058-c242-4752-97b6-4edc1b878a0e.dae,Building,34.94,Berlin,Zimmerstr.,67,1231,2.76,1000
390851.1021,5818842.766,52.5087668,13.3917298,DEB_LOD2_UUID_aadfa23f-748a-4e0e-85b9-b9421c4bad65,34.39,358.7273668,562/DEB_LOD2_UUID_aadfa23f-748a-4e0e-85b9-b9421c4bad65.dae,Building,34.39,Berlin,Zimmerstr.,67,1231,28.248,1000
390787.5725,5818761.481,52.5080236,13.3908208,DEB_LOD2_UUID_8e6c6c3e-6088-40dc-bf29-c7fa879ea80a,34.78,358.7334008,863/DEB_LOD2_UUID_8e6c6c3e-6088-40dc-bf29-c7fa879ea80a.dae,Building,34.78,Berlin,Zimmerstr.,67,1231,4.22,1000
390715.4227,5818733.39,52.5077567,13.3897674,DEB_LOD2_UUID_8eb07b30-70a3-4eec-b67b-676e84099fac,35.06,358.7330756,884/DEB_LOD2_UUID_8eb07b30-70a3-4eec-b67b-676e84099fac.dae,Building,35.06,Berlin,Zimmerstr.,67,1231,2.94,1000
390624.8961,5818817.721,52.5084964,13.3884064,BLDG_0003000e0028373b,29.1499996,358.7286901,39/BLDG_0003000e0028373b.dae,Building,29.15,Berlin,Mauerstr.,76,1411,29.42,1000
390700.7976,5818762.615,52.5080164,13.3895424,DEB_LOD2_UUID_f9455867-72b0-4343-9462-c8327cb939aa,34.81,358.7297282,902/DEB_LOD2_UUID_f9455867-72b0-4343-9462-c8327cb939aa.dae,Building,34.81,Berlin,Zimmerstr.,67,1231,17.01,1000
390542.4572,5818951.815,52.5096849,13.3871481,BLDG_0003000e00809ef2,32.9000015,358.7195555,191/BLDG_0003000e00809ef2.dae,Building,33.44,Berlin,Krausenstr.,8,1119,30.99,1130
390662.2394,5818953.113,52.5097206,13.3889119,BLDG_000300000016dbdf,35.6800003,358.7243802,1/BLDG_000300000016dbdf.dae,Building,35.68,,,,1004,0.27889,1000
390576.83,5818890.602,52.5091417,13.3876745,BLDG_0003000e002e43bb,34.6100006,358.721581,16/BLDG_0003000e002e43bb.dae,Building,34.61,Berlin,Mauerstr.,83,1411,22.89,1000
390705.0318,5818956.987,52.509764,13.3895409,BLDG_000300000016e195,32.6800003,358.7269794,29/BLDG_000300000016e195.dae,Building,32.68,Berlin,Friedrichstr.,194,2523,5.32,1000
390595.519,5818928.486,52.5094859,13.3879373,BLDG_0003000e002e43bd,33.2999992,358.7211184,45/BLDG_0003000e002e43bd.dae,Building,33.3,Berlin,Krausenstr.,72,2199,23.9245,1130
390295.9682,5818809.497,52.5083564,13.3835646,BLDG_000300000016b5ae,32.0299988,358.7251522,66/BLDG_000300000016b5ae.dae,Building,32.03,Berlin,Leipziger Str.,7,1119,9.97,1000
390897.6872,5818824.536,52.5086123,13.3924219,BLDG_0003000f001c1e8e,34.1599998,358.7341037,381/BLDG_0003000f001c1e8e.dae,Building,34.41,Berlin,Zimmerstr.,80,1231,31.15589,1130
390307.7896,5818790.716,52.50819,13.3837449,BLDG_000300070000be4e,32.1399994,358.7156333,70/BLDG_000300070000be4e.dae,Building,32.14,Berlin,Mauerstr.,88,1119,7.73878,1000
390314.9575,5818798.812,52.5082642,13.3838478,BLDG_000300000016b645,31.9400005,358.7176357,78/BLDG_000300000016b645.dae,Building,31.94,Berlin,Mauerstr.,81,1119,22.44,1000
390520.7121,5818782.036,52.5081548,13.3868837,BLDG_0003000e00809eee,32.9799995,358.723447,86/BLDG_0003000e00809eee.dae,Building,32.98,Berlin,Leipziger Str.,20,1301,22.62311,1000
390814.8763,5818810.635,52.5084708,13.3912068,BLDG_000300080011623a,34.4700012,358.7327053,154/BLDG_000300080011623a.dae,Building,34.47,Berlin,Zimmerstr.,78,1004,28.62212,1130
390839.8336,5818781.615,52.508215,13.3915839,BLDG_000300090000071b,34.4500008,358.7219451,161/BLDG_000300090000071b.dae,Building,34.45,Berlin,Charlottenstr.,77,1004,24.92,1130
390626.1902,5818976.362,52.5099223,13.3883733,BLDG_0003000f001c077c,31.1599998,358.7255635,98/BLDG_0003000f001c077c.dae,Building,34.38,Berlin,Wilhelmstr.,97,1116,28.46852,1000
390855.342,5818760.004,52.5080239,13.3918194,BLDG_0003000e0064f95e,34.5,358.7362505,169/BLDG_0003000e0064f95e.dae,Building,34.56,Berlin,Mauerstr.,75,1411,32.72512,1130
390845.528,5818853.439,52.5088616,13.3916442,DEB_LOD2_UUID_8a1efc93-b023-4d4d-8a32-ad201cda8460,34.4,358.7326106,192/DEB_LOD2_UUID_8a1efc93-b023-4d4d-8a32-ad201cda8460.dae,Building,34.4,Berlin,Zimmerstr.,80,1231,14.022,1000
390642.9008,5818727.608,52.5076902,13.3887012,DEB_LOD2_UUID_f3f33d97-120e-46a7-818f-2587611ebefc,34.77,358.7325736,269/DEB_LOD2_UUID_f3f33d97-120e-46a7-818f-2587611ebefc.dae,Building,34.77,Berlin,Zimmerstr.,67,1231,22.261,1000
390772.6139,5818992.602,52.5100976,13.3905246,DEB_LOD2_UUID_54598b71-1f77-4d6e-8f1e-94fea9d73a04,34.562,358.7287073,451/DEB_LOD2_UUID_54598b71-1f77-4d6e-8f1e-94fea9d73a04.dae,Building,34.562,Berlin,Zimmerstr.,67,1231,3,1000
390762.7622,5818997.462,52.5101393,13.3903779,DEB_LOD2_UUID_ab47282e-7d9a-4f8c-a8a5-f999b1e5dd2c,34.48,358.7350505,390/DEB_LOD2_UUID_ab47282e-7d9a-4f8c-a8a5-f999b1e5dd2c.dae,Building,34.48,Berlin,Zimmerstr.,67,1231,28.875,1000
390599.2082,5818863.829,52.5089056,13.3880129,DEB_LOD2_UUID_65209467-1167-4d2e-b45f-5ca62bfe57f1,34.768,358.7331495,468/DEB_LOD2_UUID_65209467-1167-4d2e-b45f-5ca62bfe57f1.dae,Building,34.768,Berlin,Zimmerstr.,67,1231,23.772,2100
390739.7912,5818758.963,52.5079914,13.3901179,DEB_LOD2_UUID_efeeba67-4656-4871-85c4-c557cd4625ae,34.87,358.7347862,608/DEB_LOD2_UUID_efeeba67-4656-4871-85c4-c557cd4625ae.dae,Building,34.87,Berlin,Zimmerstr.,67,1231,3.13,1000
390717.7526,5818766.922,52.5080585,13.3897907,BLDG_0003000e002f88b2,34.6800003,358.7187259,61/BLDG_0003000e002f88b2.dae,Building,34.78,Berlin,Mauerstr.,84,1411,24.97,1130
390789.4272,5818776.763,52.5081613,13.3908431,BLDG_0003000f00303be2,33.9300003,358.7252488,177/BLDG_0003000f00303be2.dae,Building,34.07,Berlin,Zimmerstr.,77,1231,31.07,1130
390763.9313,5818981.078,52.5099923,13.3904005,DEB_LOD2_UUID_e2d59fa7-c5a8-4066-91d9-50e664634862,34.511,358.7182456,215/DEB_LOD2_UUID_e2d59fa7-c5a8-4066-91d9-50e664634862.dae,Building,34.511,Berlin,Zimmerstr.,67,1231,9.546,1000
390798.7576,5818962.03,52.5098281,13.3909197,DEB_LOD2_UUID_04001ec2-fa62-428d-a04c-a65b5d04c578,34.59,358.7165163,383/DEB_LOD2_UUID_04001ec2-fa62-428d-a04c-a65b5d04c578.dae,Building,34.59,Berlin,Zimmerstr.,67,1231,22.91,3100
390799.3873,5818951.901,52.5097372,13.3909323,DEB_LOD2_UUID_9d81b792-fed0-4d5f-a046-cf2847bc37b0,34.59,358.7299815,258/DEB_LOD2_UUID_9d81b792-fed0-4d5f-a046-cf2847bc37b0.dae,Building,34.59,Berlin,Zimmerstr.,67,1231,25.326,1000
390785.1012,5818890.94,52.5091865,13.3907419,DEB_LOD2_UUID_c775fe3f-b1ba-4f5f-9d6f-9e7b361be5d8,34.626,358.7238197,419/DEB_LOD2_UUID_c775fe3f-b1ba-4f5f-9d6f-9e7b361be5d8.dae,Building,34.626,Berlin,Zimmerstr.,67,1231,5.69,1000
390757.2995,5818980.536,52.5099861,13.390303,DEB_LOD2_UUID_f33b7171-b13b-43a4-adff-11e276000a30,33.993,358.7330323,528/DEB_LOD2_UUID_f33b7171-b13b-43a4-adff-11e276000a30.dae,Building,33.993,Berlin,Zimmerstr.,67,1231,26.333,3100
390623.7174,5818855.56,52.5088362,13.3883766,DEB_LOD2_UUID_427fe947-ced3-4617-bb32-2cff78d336a0,35.01,358.7255691,641/DEB_LOD2_UUID_427fe947-ced3-4617-bb32-2cff78d336a0.dae,Building,35.01,Berlin,Zimmerstr.,67,1231,26.878,1000
390929.8753,5818875.396,52.5090758,13.3928793,DEB_LOD2_UUID_3c1cba64-5be8-405c-ac58-09d5f6b8590f,34.53,358.7260034,541/DEB_LOD2_UUID_3c1cba64-5be8-405c-ac58-09d5f6b8590f.dae,Building,34.53,Berlin,Zimmerstr.,67,1231,2.978,1000
390826.202,5818917.609,52.5094344,13.3913385,DEB_LOD2_UUID_aa260131-59de-4d83-8f7f-c8f7f2bd0a7b,34.488,358.7267389,433/DEB_LOD2_UUID_aa260131-59de-4d83-8f7f-c8f7f2bd0a7b.dae,Building,34.488,Berlin,Zimmerstr.,67,1231,29.235,3100
390834.3723,5818980.187,52.5099984,13.3914383,DEB_LOD2_UUID_f49f13ff-c77d-48b8-9c99-8cdfdec6ab2f,33.389,358.7334007,552/DEB_LOD2_UUID_f49f13ff-c77d-48b8-9c99-8cdfdec6ab2f.dae,Building,33.389,Berlin,Zimmerstr.,67,1231,2.314,1000
390788.9231,5818814.152,52.5084972,13.3908234,DEB_LOD2_UUID_7405bbd3-4c88-4211-90d5-0a230da554ad,34.93,358.7292741,1035/DEB_LOD2_UUID_7405bbd3-4c88-4211-90d5-0a230da554ad.dae,Building,34.93,Berlin,Zimmerstr.,67,1231,2.47,1000
390885.432,5818849.234,52.5088318,13.3922333,DEB_LOD2_UUID_ceba26fd-2fe1-424a-b237-1cdedc650c30,34.39,358.718769,1105/DEB_LOD2_UUID_ceba26fd-2fe1-424a-b237-1cdedc650c30.dae,Building,34.39,Berlin,Zimmerstr.,67,1231,25.91,1000
390898.3363,5818848.502,52.5088278,13.3924236,DEB_LOD2_UUID_05d11d4b-3dca-45ed-9ff6-0190cd0b1029,34.38,358.725602,1056/DEB_LOD2_UUID_05d11d4b-3dca-45ed-9ff6-0190cd0b1029.dae,Building,34.38,Berlin,Zimmerstr.,67,1231,25.804,1000
390719.8081,5818758.319,52.5079816,13.3898238,DEB_LOD2_UUID_92bfd278-2b82-4e50-9021-035cb484311f,34.94,358.7343659,1120/DEB_LOD2_UUID_92bfd278-2b82-4e50-9021-035cb484311f.dae,Building,34.94,Berlin,Zimmerstr.,67,1231,2.81,1000
390900.1366,5818861.047,52.5089409,13.392446,DEB_LOD2_UUID_f13d4953-0d10-45ee-b81a-a28337163504,34.77,358.7348469,1129/DEB_LOD2_UUID_f13d4953-0d10-45ee-b81a-a28337163504.dae,Building,34.77,Berlin,Zimmerstr.,67,1231,25.72,1000
390671.6539,5818748.221,52.5078812,13.3891179,DEB_LOD2_UUID_1f6fbade-6c10-4185-b12a-29725b0e04ed,34.99,358.7273611,1379/DEB_LOD2_UUID_1f6fbade-6c10-4185-b12a-29725b0e04ed.dae,Building,34.99,Berlin,Zimmerstr.,67,1231,2.845,1000
390731.1407,5818878.901,52.5090675,13.3899511,DEB_LOD2_UUID_114ba21e-63cb-4158-80af-173b9cf49bea,34.55,358.7304895,566/DEB_LOD2_UUID_114ba21e-63cb-4158-80af-173b9cf49bea.dae,Building,34.55,Berlin,Zimmerstr.,67,1231,31.266,1000
390326.9688,5819851.378,52.5177256,13.3836776,BLDG_00030008004e9ab9,33.1100006,358.7143277,1415/BLDG_00030008004e9ab9.dae,Building,33.11,Berlin,Mittelstr.,43,1301,18.69,1000
390906.7884,5818850.895,52.508851,13.3925473,DEB_LOD2_UUID_3d181c6a-6dc6-44fa-8cda-3d56e10e1de5,34.34,358.7315709,1386/DEB_LOD2_UUID_3d181c6a-6dc6-44fa-8cda-3d56e10e1de5.dae,Building,34.34,Berlin,Zimmerstr.,67,1231,28.89,1000
390308.1474,5819804.807,52.5173033,13.3834157,BLDG_0003000f000e8032,30.9899998,358.7235464,1430/BLDG_0003000f000e8032.dae,Building,30.99,Berlin,Mittelstr.,43,1111,10.05901,1000
390541.6247,5819990.668,52.5190205,13.3867939,DEB_LOD2_UUID_847b452d-19d6-4add-b20f-ba50d8ab9222,33.252,358.7278356,1452/DEB_LOD2_UUID_847b452d-19d6-4add-b20f-ba50d8ab9222.dae,Building,33.252,Berlin,Unter den Linden,62,1111,4.704,1000
390324.3419,5819704.351,52.5164038,13.3836874,BLDG_0003000000171223,33.5600014,358.7171687,1420/BLDG_0003000000171223.dae,Building,33.56,Berlin,Schadowstr.,12,1116,2.94,1000
390499.2701,5819902.749,52.5182219,13.3861989,BLDG_00030009007e9232,33.9300003,358.7131634,1476/BLDG_00030009007e9232.dae,Building,33.93,Berlin,NeustÃ¤dtische Kirchstr.,3,1116,24.7733,1130
390301.806,5819816.277,52.5174051,13.3833185,BLDG_0003000f000e8057,31.6800003,358.7174019,1440/BLDG_0003000f000e8057.dae,Building,31.68,Berlin,Mittelstr.,25,1119,22.10085,1000
390471.1338,5819830.236,52.5175646,13.3858083,BLDG_00030009007e922e,33.5600014,358.7129594,1466/BLDG_00030009007e922e.dae,Building,33.56,Berlin,Behrenstr.,4,2921,22.14,1130
390302.8828,5819822.229,52.5174588,13.3833324,BLDG_0003000000170f97,32.9199982,358.717716,1500/BLDG_0003000000170f97.dae,Building,32.92,Berlin,Unter den Linden,62,1004,23.445,1000
390552.2976,5818859.224,52.5088548,13.3873235,DEB_LOD2_UUID_f0d7aea7-6191-4a2f-a2e9-4ed09a0678d3,32.8,358.7281539,1138/DEB_LOD2_UUID_f0d7aea7-6191-4a2f-a2e9-4ed09a0678d3.dae,Building,32.8,Berlin,Zimmerstr.,67,1231,40.93,1000
390267.0973,5819422.645,52.5138607,13.3829371,DEB_LOD2_UUID_431753d7-6fe3-4f41-9f42-15e57457c0bf,31.19,358.7293886,1499/DEB_LOD2_UUID_431753d7-6fe3-4f41-9f42-15e57457c0bf.dae,Building,31.19,Berlin,Schadowstr.,12,1119,27.106,1000
390264.2136,5819820.58,52.5174362,13.3827633,BLDG_0003000000170c6b,33,358.7160756,1516/BLDG_0003000000170c6b.dae,Building,33,Berlin,NeustÃ¤dtische Kirchstr.,5,1004,18.89356,1000
390249.008,5819940.555,52.5185113,13.3824997,BLDG_000300020012c09b,33.4599991,358.7140616,1552/BLDG_000300020012c09b.dae,Building,33.46,Berlin,Schadowstr.,13,1111,23.02,1130
390354.7567,5819685.654,52.5162419,13.3841416,BLDG_00030009007e9208,31.3299999,358.7302198,1533/BLDG_00030009007e9208.dae,Building,31.33,Berlin,Schadowstr.,13,1116,25.08,1130
390847.1847,5819555.479,52.5151709,13.3914382,BLDG_000300080002f0dc,33.2900009,358.7297866,1685/BLDG_000300080002f0dc.dae,Building,33.29,Berlin,Bebelplatz,1,1421,10.01152,1000
390243.0921,5819886.184,52.5180215,13.3824305,BLDG_0003000000170a57,32.6199989,358.7127299,1589/BLDG_0003000000170a57.dae,Building,32.62,Berlin,Dorotheenstr.,91,1004,15.25523,1000
390361.7691,5819230.675,52.5121546,13.3843949,DEB_LOD2_UUID_1d8d1f39-24a0-4ac9-94ce-e8598cb36f53,34.55,358.7215211,1584/DEB_LOD2_UUID_1d8d1f39-24a0-4ac9-94ce-e8598cb36f53.dae,Building,34.55,Berlin,Dorotheenstr.,91,1119,24.929,1000
390283.9293,5819837.052,52.5175882,13.3830483,BLDG_0003000f000e8030,32.8300018,358.725019,1570/BLDG_0003000f000e8030.dae,Building,32.83,Berlin,Bunsenstr.,2,1119,24.17,1130
390290.0162,5819633.29,52.5157583,13.3832052,BLDG_000300000016b42f,33.4399986,358.7145298,1618/BLDG_000300000016b42f.dae,Building,33.44,Berlin,Behrenstr.,68,1004,2.39857,1000
390224.3066,5819870.625,52.5178779,13.3821589,BLDG_000300020012c2c1,31.75,358.7159473,1636/BLDG_000300020012c2c1.dae,Building,31.75,Berlin,Dorotheenstr.,93,1111,14.58,1000
390926.0609,5819687.743,52.5163753,13.3925567,BLDG_00030000001811f6,33.3100014,358.734637,1689/BLDG_00030000001811f6.dae,Building,33.31,Berlin,FranzÃ¶sische Str.,42,1129,4.09,1000
390263.1925,5819536.535,52.5148834,13.382842,BLDG_0003000900551c57,33.0800018,358.7271741,1656/BLDG_0003000900551c57.dae,Building,33.08,Berlin,Behrenstr.,66,1004,14.88758,1000
390601.0819,5819264.851,52.5125098,13.3879086,BLDG_0003000b0071e1de,31.0400009,358.7257456,1704/BLDG_0003000b0071e1de.dae,Building,31.04,Berlin,JÃ¤gerstr.,66,1411,27.54715,1000
390254.0205,5819671.653,52.5160958,13.3826623,BLDG_0003000e00284e96,32.3800011,358.7227563,1710/BLDG_0003000e00284e96.dae,Building,32.38,Berlin,Taubenstr.,4,1301,28.12621,1130
390518.9132,5819417.322,52.5138635,13.3866481,BLDG_000300000016c977,32.5900002,358.730476,1735/BLDG_000300000016c977.dae,Building,32.59,Berlin,Taubenstr.,3,1301,23.11,1000
390571.5905,5819447.213,52.5141427,13.3874142,BLDG_00030002001b001f,31.6499996,358.7138871,1761/BLDG_00030002001b001f.dae,Building,31.65,Berlin,Taubenstr.,45,1301,26.47249,1000
390504.6215,5819843.642,52.5176918,13.3862972,BLDG_0003000e0061407c,33.9500008,358.7201029,1412/BLDG_0003000e0061407c.dae,Building,33.95,,,,2921,24.95,
390521.627,5819443.367,52.5140981,13.3866795,BLDG_000300000016caa7,32.4300003,358.7259866,1776/BLDG_000300000016caa7.dae,Building,32.43,Berlin,JÃ¤gerstr.,66,1004,6.79172,1000
390493.5755,5819842.665,52.5176808,13.3861348,BLDG_0003000e00614073,33.7299995,358.7268952,1423/BLDG_0003000e00614073.dae,Building,33.73,Berlin,Dorotheenstr.,85,2921,15.21494,1000
390535.7064,5819460.656,52.5142563,13.3868812,BLDG_0003000000c8d671,27.5200005,358.7192704,1817/BLDG_0003000000c8d671.dae,Building,27.52,Berlin,Glinkastr.,30,1421,12.4628,1000
390537.4083,5819412.257,52.5138217,13.3869222,BLDG_0003000e002837ea,32.2599983,358.7228952,1794/BLDG_0003000e002837ea.dae,Building,32.26,Berlin,JÃ¤gerstr.,70,1301,27.74,1130
390290.7585,5819563.981,52.5151356,13.383239,BLDG_0003000b00690539,33.2000008,358.7220765,1482/BLDG_0003000b00690539.dae,Building,33.2,Berlin,Unter den Linden,48,1231,25.70466,1000
390269.1206,5819759.635,52.5168895,13.3828557,BLDG_0003000f000e8022,33.5299988,358.7109755,1495/BLDG_0003000f000e8022.dae,Building,33.53,Berlin,Behrenstr.,66,1111,24.47,1000
390248.2799,5819805.369,52.5172963,13.3825336,BLDG_0003000f000e802e,32.0099983,358.7192142,1514/BLDG_0003000f000e802e.dae,Building,32.01,Berlin,Schadowstr.,10,1119,24.99,1000
390452.517,5819774.547,52.5170604,13.3855524,BLDG_0003000e009a2833,29.5300007,358.7236888,1444/BLDG_0003000e009a2833.dae,Building,29.53,Berlin,Unter den Linden,62,1111,27.47,1000
390843.0777,5819535.685,52.5149922,13.3913842,DEB_LOD2_UUID_0f738fe6-b0cc-4fe1-8c61-4746ef95f016,33.22,358.7314428,1546/DEB_LOD2_UUID_0f738fe6-b0cc-4fe1-8c61-4746ef95f016.dae,Building,33.22,Berlin,NeustÃ¤dtische Kirchstr.,5,1116,29.016,3200
390231.3631,5819842.614,52.5176276,13.3822721,BLDG_000300020012c2cd,32.5200005,358.726021,1598/BLDG_000300020012c2cd.dae,Building,32.52,Berlin,Dorotheenstr.,93,1111,22.68,1000
390298.2475,5819874.71,52.5179295,13.3832468,BLDG_0003000000170f74,33.2200012,358.7222741,1626/BLDG_0003000000170f74.dae,Building,33.22,Berlin,Behrenstr.,66,1004,6.35614,1000
390237.809,5819670.113,52.5160787,13.382424,BLDG_000300000016e4d9,32.4300003,358.7127407,1659/BLDG_000300000016e4d9.dae,Building,32.43,Berlin,Behrenstr.,2,1004,5.05326,1000
390316.2549,5819823.398,52.517472,13.383529,BLDG_0003000f000e8029,31.5599995,358.7229892,1670/BLDG_0003000f000e8029.dae,Building,31.56,Berlin,Unter den Linden,72,1111,21.24,1130
