LABEL,landuse,access,leisure,name,wheelchair,historic,religion,Surf_Type,area_highw,kerb,landcover,postal_cod,leaf_cycle,leaf_type,natural,changeset,addr_city,addr_postc,addr_count,addr_subur,amenity,opening_ho,lit,fee,parking,park_ride,supervised,surface,capacity,capacity_d,capacity_p,capacity_w,parking_co,parking_c1,parking_c2,parking_c3,note,highway,area,bicycle,ID,PERIMETER,ENCLOSED_A,GEOMETRY
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,"POLYGON(( 392774.374119103 5820189.032199441, 392774.136020623 5820189.032199442, 392774.374119103 5820189.479732938, 392774.374119103 5820189.032199441 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,"POLYGON(( 392629.511050034 5820307.189285403, 392629.511050034 5820307.189285403, 392629.674643031 5820307.426506172, 392640.034734560 5820299.856811779, 392629.511050034 5820307.189285403 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,,"POLYGON(( 392758.942301421 5820273.863671837, 392758.942301421 5820273.863671837, 392768.218863900 5820290.967441668, 392774.374119103 5820302.622164212, 392774.374119103 5820300.001971383, 392774.138603236 5820299.568424799, 392774.374119103 5820299.440486031, 392774.374119103 5820281.416085655, 392772.197371726 5820277.540413504, 392772.961505488 5820276.266857231, 392774.374119103 5820275.426441539, 392774.374119103 5820265.724965865, 392758.942301421 5820273.863671837 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,,,"POLYGON(( 392317.368879048 5820737.992679130, 392317.368879048 5820752.532986663, 392327.475935989 5820774.517500000, 392332.111410943 5820774.517500000, 392327.288000000 5820764.150000000, 392328.355000000 5820763.584000000, 392332.369000000 5820761.456000000, 392338.144000000 5820758.395000000, 392341.158000000 5820764.736000000, 392340.871000000 5820764.871000000, 392343.924000000 5820771.373000000, 392344.450000000 5820771.123000000, 392345.931000000 5820774.273000000, 392346.045742178 5820774.517500000, 392355.633578472 5820774.517500000, 392346.783000000 5820753.815000000, 392354.383000000 5820749.786000000, 392357.442000000 5820748.167000000, 392362.861000000 5820760.789000000, 392366.639000000 5820769.591000000, 392368.754432107 5820774.517500000, 392373.766794603 5820774.517500000, 392358.208812348 5820737.798900879, 392355.295472439 5820731.642564835, 392343.678031977 5820731.642564835, 392348.127900454 5820741.123086990, 392324.017360216 5820752.125945250, 392318.911195522 5820741.271272760, 392317.634695018 5820738.557756560, 392317.368879048 5820737.992679130 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,"POLYGON(( 392360.272622848 5820731.642564835, 392362.314971364 5820735.958362057, 392378.652805239 5820774.517500000, 392377.209353984 5820771.110791590, 392380.507837963 5820763.567656994, 392380.507822251 5820763.567650938, 392380.380627217 5820763.858526769, 392378.201513305 5820764.898558409, 392364.233995977 5820731.642564835, 392360.272622848 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,"POLYGON(( 392418.115511378 5820731.642564835, 392420.415888742 5820734.599149881, 392448.004093336 5820774.517500000, 392456.961430286 5820774.517500000, 392456.372702382 5820773.469288748, 392432.035647351 5820736.887652904, 392428.118019843 5820731.642564835, 392418.115511378 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,,,"POLYGON(( 392442.220126692 5820731.642564835, 392440.294428281 5820731.642564835, 392465.410956334 5820766.842227952, 392470.407967576 5820774.517500000, 392474.573705748 5820774.517500000, 392452.878437811 5820745.855476836, 392442.220126692 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,"POLYGON(( 392447.598504617 5820731.642564835, 392447.243413795 5820731.642564835, 392455.452538818 5820743.033571959, 392477.404643701 5820772.852928928, 392478.645439960 5820774.517500000, 392479.015976023 5820774.517500000, 392456.259990140 5820743.682363583, 392456.943740276 5820743.177767463, 392456.944133428 5820743.177477292, 392456.943731632 5820743.177766338, 392456.253904602 5820743.674022528, 392447.598504617 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,"POLYGON(( 392451.120397649 5820731.642564835, 392449.692161785 5820731.642564835, 392457.630233973 5820742.676899539, 392457.627481765 5820742.673170222, 392481.128240925 5820774.517500000, 392483.839888894 5820774.517500000, 392467.480398116 5820753.881844882, 392451.120397649 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,"POLYGON(( 392473.517011170 5820731.642564835, 392468.778714516 5820731.642564835, 392478.918463113 5820743.777223099, 392502.687618948 5820774.517500000, 392507.665211221 5820774.517500000, 392473.517011170 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,"POLYGON(( 392486.051664331 5820731.642564835, 392477.351158719 5820731.642564835, 392511.498955518 5820774.517500000, 392519.802544367 5820774.517500000, 392519.802544367 5820768.492862567, 392514.985063667 5820762.232212160, 392513.245872194 5820759.972012127, 392509.983045846 5820762.383097960, 392486.051664331 5820731.642564835 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,,"POLYGON(( 392776.814267455 5820648.198279127, 392776.814267455 5820650.157212501, 392779.800175761 5820648.053128301, 392781.731511964 5820651.319955845, 392780.439212048 5820652.249298231, 392776.814267455 5820654.785679836, 392776.814267455 5820654.785707995, 392780.439245901 5820652.249302696, 392782.356233031 5820650.870723802, 392783.008422353 5820650.385918688, 392782.719424895 5820649.708620255, 392780.219650351 5820645.752460312, 392776.814267455 5820648.198279127 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,,,"POLYGON(( 392776.814267455 5820673.227357861, 392776.814267455 5820674.294964869, 392789.513204572 5820664.909265717, 392789.234234838 5820664.312811747, 392789.114883433 5820664.398641997, 392776.814267455 5820673.227357861 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,"POLYGON(( 392776.814267455 5820677.505642841, 392776.814267455 5820681.369851179, 392777.859382163 5820680.626277767, 392785.596236513 5820681.199378083, 392789.034838447 5820686.643831135, 392776.814267455 5820695.281209989, 392776.814267455 5820699.772034135, 392788.778062678 5820691.190381680, 392796.083710966 5820701.241543740, 392783.456784670 5820710.337210400, 392777.942752357 5820714.308359510, 392776.814267455 5820715.121312703, 392776.814267455 5820718.974369690, 392783.137348177 5820714.520115828, 392789.857456928 5820712.682631816, 392790.283599504 5820712.779446920, 392804.829266041 5820701.138602050, 392789.148714247 5820682.822092918, 392791.549931083 5820666.942022352, 392791.107935849 5820666.856195049, 392776.814267455 5820677.505642841 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,,"POLYGON(( 392794.490901767 5820667.552718770, 392792.319357603 5820681.913885924, 392807.171644305 5820699.262894122, 392814.876972080 5820693.088788728, 392815.816605915 5820694.259002638, 392801.271140056 5820675.239905560, 392794.767093266 5820667.613505644, 392794.490901767 5820667.552718770 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,,,"POLYGON(( 392819.252169049 5820651.817575908, 392818.886522622 5820652.069703229, 392829.803189784 5820665.822061975, 392849.470615787 5820690.753191939, 392849.470615787 5820686.870286673, 392849.470607362 5820686.870293075, 392848.793966400 5820687.384381408, 392845.355848324 5820682.859177516, 392820.140005642 5820651.229979066, 392819.240577282 5820651.825568908, 392819.252169049 5820651.817575908 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,"POLYGON(( 392817.500608105 5820645.143533004, 392819.690826728 5820647.931148488, 392825.699941844 5820643.961023214, 392826.704852596 5820643.435805488, 392824.469440162 5820640.774479199, 392817.500608105 5820645.143533004 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,"POLYGON(( 392827.225191182 5820646.548009369, 392821.563216544 5820650.288784493, 392846.697129485 5820681.815215541, 392849.470615787 5820685.465640243, 392849.470615788 5820658.949975165, 392849.470607362 5820658.949981933, 392844.504830603 5820662.938875068, 392830.422791881 5820648.008457652, 392828.738224003 5820645.856595809, 392828.680218046 5820645.787537957, 392827.225191182 5820646.548009369 ), ( 392849.470582082 5820683.005114685, 392845.523666538 5820677.436462640, 392833.971002908 5820661.254199350, 392825.650434010 5820649.173949407, 392828.580870445 5820647.863461685, 392833.390771664 5820651.155268183, 392839.190787953 5820657.304709021, 392846.934097414 5820667.145971511, 392849.470582083 5820670.458684956, 392849.470582082 5820683.005114685 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,"POLYGON(( 392412.368559379 5820526.886026753, 392407.877782294 5820520.381100545, 392415.643289380 5820531.629499121, 392458.167001986 5820531.629499121, 392463.211394413 5820527.932188773, 392465.972052811 5820531.629499120, 392467.480603502 5820531.629499120, 392464.546747364 5820527.649787690, 392470.926935563 5820523.025603178, 392475.038983875 5820528.543797342, 392470.890356156 5820531.629499120, 392470.890366301 5820531.629499120, 392475.038992506 5820528.543798467, 392477.379656433 5820531.629499120, 392487.173068931 5820531.629499120, 392462.892271583 5820496.414830420, 392454.467855839 5820496.414830420, 392412.368559379 5820526.886026753 ), ( 392462.085045215 5820524.343202348, 392450.528595338 5820508.372424253, 392457.948280339 5820502.868644561, 392469.112960178 5820518.925898550, 392462.085045215 5820524.343202348 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,"POLYGON(( 392317.368879048 5820503.306814635, 392317.368879048 5820524.963610865, 392322.952870452 5820531.629499120, 392324.761816738 5820531.629499120, 392318.448939853 5820523.461924592, 392317.808788509 5820522.129515664, 392317.463818343 5820520.022838501, 392317.825974483 5820518.590577325, 392318.808093409 5820516.955565115, 392319.208279641 5820516.635226039, 392344.327172807 5820496.414830420, 392326.143040828 5820496.414830420, 392317.368879048 5820503.306814635 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,"POLYGON(( 392327.341681022 5820518.593523052, 392335.304163080 5820529.446478941, 392330.469149278 5820531.629499120, 392338.111330929 5820531.629499120, 392365.555121145 5820511.562447979, 392372.119897537 5820506.075701630, 392368.710861412 5820501.448455453, 392367.838405758 5820502.107466025, 392363.433592129 5820496.414830420, 392355.002216317 5820496.414830420, 392327.341681022 5820518.593523052 ), ( 392363.751383013 5820507.625249165, 392347.538168996 5820519.419584339, 392343.644826622 5820514.286060911, 392362.483606289 5820499.663442609, 392365.666821289 5820503.677513701, 392363.751383013 5820507.625249165 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,"POLYGON(( 392343.192704464 5820531.629499120, 392351.842094552 5820531.629499120, 392361.276610032 5820524.562981040, 392368.437721016 5820519.199259080, 392369.026764430 5820518.758061565, 392366.155210739 5820514.839172846, 392343.192704464 5820531.629499120 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,"POLYGON(( 392317.368879048 5820529.595064051, 392317.368879048 5820531.629499120, 392317.823092497 5820531.629499120, 392318.174561072 5820531.381403657, 392318.355603707 5820531.629499119, 392319.079656877 5820531.629499120, 392317.368879048 5820529.595064051 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,"POLYGON(( 392470.283050714 5820351.093063524, 392469.671534679 5820351.550434100, 392470.341514573 5820351.550434100, 392471.318361425 5820350.784836942, 392471.933306573 5820351.550434100, 392474.366766791 5820351.550434100, 392472.518973662 5820349.288383184, 392470.283050714 5820351.093063524 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,,"POLYGON(( 392476.607356049 5820345.873068517, 392474.829028859 5820347.375429417, 392478.239449375 5820351.550434100, 392481.112879953 5820351.550434100, 392476.607356049 5820345.873068517 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,"POLYGON(( 392543.604508796 5820292.289925529, 392543.863592810 5820292.652384994, 392549.742247162 5820301.035954236, 392550.230112925 5820301.693747820, 392553.234872529 5820298.373270704, 392547.327136312 5820289.364272113, 392543.604508796 5820292.289925529 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,"POLYGON(( 392510.502011742 5820351.550434100, 392526.293265705 5820351.550434100, 392555.397306966 5820328.323697701, 392555.397306966 5820315.775000766, 392510.502011742 5820351.550434100 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,,,"POLYGON(( 392555.397306966 5820346.485021159, 392549.018105644 5820351.550434100, 392555.397306966 5820351.550434100, 392555.397306966 5820346.485021159 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,,,"POLYGON(( 392317.368879048 5820937.581321599, 392317.368879048 5820940.037435435, 392357.480589683 5820920.576041022, 392357.480589683 5820917.690754313, 392317.368879048 5820937.581321599 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,"POLYGON(( 392317.368879048 5820953.874516292, 392317.368879048 5820955.884258663, 392357.480589683 5820936.360833675, 392357.480589683 5820935.118444497, 392317.368879048 5820953.874516292 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,"POLYGON(( 392317.368879048 5820957.774444954, 392317.368879048 5820959.063421592, 392357.480589683 5820939.342337552, 392357.480589683 5820938.251019763, 392317.368879048 5820957.774444954 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,"POLYGON(( 392317.368879048 5820867.362433392, 392317.368879048 5820874.873319857, 392357.480589683 5820853.795981789, 392357.480589683 5820845.983584901, 392317.368879048 5820867.362433392 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,"POLYGON(( 392317.368879048 5820913.961017620, 392317.368879048 5820913.961028587, 392325.080553506 5820910.110339128, 392323.775208190 5820910.762140430, 392323.775204019 5820910.762131549, 392317.368879048 5820913.961017620 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,,,"POLYGON(( 392332.111410943 5820774.517500000, 392327.475935989 5820774.517500000, 392333.528111400 5820787.681978228, 392357.480589683 5820798.494592022, 392357.480589683 5820794.086537166, 392355.205000000 5820793.026000000, 392336.713000000 5820784.409000000, 392336.310000000 5820783.542000000, 392332.111410943 5820774.517500000 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,,"POLYGON(( 392317.368879048 5820789.300149200, 392317.368879048 5820800.107041160, 392346.105179599 5820813.529930632, 392346.105177211 5820813.529935281, 392357.480589683 5820818.753277259, 392357.480589683 5820807.269677507, 392328.892328099 5820794.364381900, 392317.368879048 5820789.300149200 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,,,"POLYGON(( 392317.368879048 5820856.453595789, 392317.368879048 5820856.453624674, 392357.480589683 5820835.074777214, 392357.480589683 5820835.074748386, 392317.368879048 5820856.453595789 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,"POLYGON(( 392546.239872767 5820843.934935173, 392547.567596601 5820846.609745495, 392552.525477558 5820846.609745495, 392553.577300326 5820840.829420978, 392552.341306356 5820838.975455484, 392552.288112273 5820838.895608156, 392546.239872767 5820843.934935173 ), ( 392552.967920681 5820844.178237305, 392552.669569676 5820843.621986121, 392553.110601556 5820843.394130154, 392552.967920681 5820844.178237305 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,"POLYGON(( 392554.629079666 5820836.999969848, 392554.837076194 5820837.312184406, 392555.541611711 5820838.368973181, 392558.988961091 5820835.856852815, 392556.118748141 5820835.856852815, 392554.629079666 5820836.999969848 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,,,"POLYGON(( 392749.138649330 5820693.091417450, 392751.382494555 5820693.091417450, 392776.814267455 5820674.294964869, 392776.814267455 5820673.227357861, 392749.138649330 5820693.091417450 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,"POLYGON(( 392755.895070677 5820693.091417450, 392760.339254906 5820693.091417450, 392776.814267455 5820681.369851179, 392776.814267455 5820677.505642841, 392755.895070677 5820693.091417450 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,"POLYGON(( 392474.366766791 5820351.550434100, 392471.933306573 5820351.550434100, 392478.066894697 5820359.186656042, 392475.109581620 5820361.415110420, 392475.109593390 5820361.415124436, 392479.637676289 5820358.003031781, 392474.366766791 5820351.550434100 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,"POLYGON(( 392641.785279681 5820693.091417450, 392642.406356522 5820693.979972427, 392643.589942424 5820693.091417450, 392641.785279681 5820693.091417450 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,"POLYGON(( 392599.522870937 5820749.807856255, 392601.653875921 5820749.807856255, 392614.711671742 5820740.490140358, 392616.101681856 5820739.502717242, 392621.887361749 5820747.387788284, 392621.827645659 5820749.807856253, 392625.113165589 5820749.807856254, 392616.792323285 5820738.791026856, 392616.167727315 5820737.937905040, 392613.662761053 5820739.535839523, 392599.522870937 5820749.807856255 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,,"POLYGON(( 392638.967191648 5820749.807856256, 392640.763875365 5820749.807856256, 392705.563567265 5820700.365543525, 392715.886287928 5820693.091417450, 392714.644737723 5820693.091417450, 392686.729308066 5820714.003393119, 392647.769181227 5820742.859187921, 392638.967191648 5820749.807856256 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,"POLYGON(( 392644.212246377 5820749.807856256, 392644.212286424 5820749.807856256, 392661.860261097 5820736.379917902, 392671.835100880 5820728.823312940, 392682.700811366 5820720.637097802, 392722.068532925 5820693.091417450, 392722.068492550 5820693.091417450, 392682.700777295 5820720.637093326, 392671.835066783 5820728.823308467, 392661.860226978 5820736.379913419, 392644.212246377 5820749.807856256 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,"POLYGON(( 392671.376429215 5820748.969212078, 392670.303298342 5820749.807856256, 392674.649385668 5820749.807856256, 392675.402837241 5820749.246696578, 392675.820782503 5820749.807856256, 392675.823879226 5820749.807856256, 392675.406584341 5820749.243914845, 392679.625695289 5820746.121949048, 392677.542999159 5820744.727348013, 392681.780271457 5820741.812610443, 392671.376429215 5820748.969212078 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,,,"POLYGON(( 392681.805544771 5820748.239987398, 392679.686683448 5820749.807856256, 392682.875915728 5820749.807856256, 392681.805544771 5820748.239987398 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,,,"POLYGON(( 392683.502602044 5820740.515121652, 392684.730347639 5820742.349370647, 392687.883544229 5820740.023065152, 392751.382494555 5820693.091417450, 392749.138649330 5820693.091417450, 392692.317664466 5820733.874442575, 392683.502602044 5820740.515121652 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,"POLYGON(( 392728.571732343 5820749.807856255, 392733.044282513 5820749.807856255, 392742.892762124 5820742.870157642, 392741.271031847 5820740.682436605, 392738.629121469 5820742.580794190, 392733.272819011 5820746.429934510, 392728.571732343 5820749.807856255 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,"POLYGON(( 392552.525477558 5820846.609745495, 392547.567596601 5820846.609745495, 392553.185579204 5820857.927639678, 392554.526710577 5820857.079554047, 392554.526504455 5820857.079684934, 392555.314856420 5820856.579777281, 392551.851925647 5820850.311270832, 392552.525477558 5820846.609745495 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,"POLYGON(( 392430.518169570 5820930.676997989, 392430.518169570 5820936.781795258, 392450.251255685 5820976.655016228, 392459.371501634 5820972.227392077, 392457.374700286 5820968.141092796, 392438.963288018 5820930.676997989, 392430.518169570 5820930.676997989 ), ( 392439.408669040 5820952.482871634, 392432.477240928 5820938.168923854, 392440.435101098 5820934.333603906, 392447.366510408 5820948.647551857, 392439.408669040 5820952.482871634 ), ( 392456.494300568 5820971.192273349, 392454.249379220 5820973.110887901, 392451.397093676 5820973.640738592, 392448.993132974 5820972.335848341, 392441.485919997 5820956.832741322, 392449.430188996 5820952.997718845, 392456.937625975 5820968.511948240, 392456.494300568 5820971.192273349 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,"POLYGON(( 392444.995670412 5820930.676997989, 392442.305121099 5820930.676997989, 392460.067923338 5820966.821281948, 392459.455064804 5820965.574218979, 392461.106295255 5820964.915858110, 392458.159448813 5820958.653118150, 392453.851545179 5820949.497811870, 392444.995670412 5820930.676997989 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,,,"POLYGON(( 392430.518169570 5820943.543656565, 392430.518169570 5820946.556875847, 392435.804817564 5820957.551894330, 392441.023522316 5820968.405605480, 392449.344415874 5820985.711157760, 392458.029646027 5820981.443452590, 392458.060914348 5820981.508483531, 392466.858186352 5820977.139975520, 392466.737043917 5820976.882519440, 392462.753072670 5820968.415646420, 392462.385574328 5820967.634626236, 392460.778483429 5820968.275388267, 392460.067923338 5820966.821281948, 392463.386383277 5820973.612253787, 392448.883438754 5820980.653030633, 392430.518169570 5820943.543656565 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,"POLYGON(( 392496.922622907 5820842.248806267, 392496.558202696 5820842.632119859, 392497.743025190 5820844.338586800, 392501.421736415 5820849.631616684, 392501.576273933 5820849.853582024, 392517.172862718 5820837.714168432, 392506.120357554 5820846.316750269, 392500.766226886 5820838.596643541, 392496.922622907 5820842.248806267 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,"POLYGON(( 392417.355142563 5820794.983085060, 392417.355142563 5820809.337637917, 392420.257064451 5820808.131219920, 392419.991440317 5820807.474098520, 392430.137823638 5820802.276603870, 392431.830247974 5820801.365572750, 392437.411288748 5820812.271626660, 392419.429360855 5820821.604673390, 392417.355142563 5820821.551788806, 392417.355142563 5820823.891709791, 392456.270320295 5820804.210673755, 392456.753323862 5820805.165711315, 392456.062880974 5820794.983085060, 392448.400782491 5820794.983085060, 392453.788965389 5820801.506305510, 392442.282967012 5820810.888244870, 392429.145297538 5820794.983085060, 392417.355142563 5820794.983085060 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,"POLYGON(( 392489.936764857 5820794.983085060, 392484.934831531 5820794.983085060, 392494.743473977 5820807.910775206, 392497.619818746 5820805.217581572, 392496.038568504 5820803.138535754, 392489.936764857 5820794.983085060 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,"POLYGON(( 392494.119348955 5820794.983085060, 392493.900794218 5820794.983085060, 392499.138326135 5820802.009415172, 392498.080041817 5820802.921650615, 392498.966716501 5820803.968988648, 392500.014256924 5820802.987976192, 392498.781215117 5820801.300072592, 392494.119348955 5820794.983085060 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,"POLYGON(( 392500.064551892 5820794.983085060, 392496.231613768 5820794.983085060, 392500.139669432 5820800.278633710, 392501.325256020 5820801.755477499, 392503.579752517 5820799.654654789, 392503.644142911 5820799.594501788, 392501.385609153 5820796.649450009, 392500.064551892 5820794.983085060 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,"POLYGON(( 392456.961430286 5820774.517500000, 392448.004093336 5820774.517500000, 392458.470565583 5820789.661809310, 392459.540166211 5820789.566683614, 392464.071950043 5820787.177553599, 392465.895543409 5820790.424403413, 392456.961430286 5820774.517500000 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,,,"POLYGON(( 392417.355142563 5820790.276761838, 392417.355142563 5820794.983085060, 392429.145297538 5820794.983085060, 392423.757114225 5820788.459864420, 392435.263113644 5820779.077925250, 392448.400782491 5820794.983085060, 392456.062880974 5820794.983085060, 392455.995805556 5820793.993859264, 392442.535385421 5820774.517500000, 392431.486875329 5820774.517500000, 392435.218000000 5820779.095000000, 392423.780000000 5820788.421000000, 392419.020000000 5820792.302000000, 392417.355142563 5820790.276761838 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,"POLYGON(( 392459.011168069 5820794.130324885, 392459.068990303 5820794.983085060, 392469.283872470 5820794.983085060, 392465.895543409 5820790.424403413, 392466.364146103 5820791.054864760, 392460.838827331 5820793.967781070, 392459.011168069 5820794.130324885 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,,,"POLYGON(( 392474.573705748 5820774.517500000, 392470.407967576 5820774.517500000, 392475.437911290 5820782.243355419, 392483.567296269 5820793.180687610, 392484.934831531 5820794.983085060, 392489.936764857 5820794.983085060, 392478.984481804 5820780.344658523, 392474.573705748 5820774.517500000 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,"POLYGON(( 392479.015976023 5820774.517500000, 392478.645439960 5820774.517500000, 392493.900794218 5820794.983085060, 392494.119348955 5820794.983085060, 392479.015976023 5820774.517500000 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,"POLYGON(( 392483.839888894 5820774.517500000, 392481.128240925 5820774.517500000, 392496.231613768 5820794.983085060, 392500.064551892 5820794.983085060, 392483.839888894 5820774.517500000 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,,,"POLYGON(( 392519.802544367 5820768.492862567, 392519.802544367 5820784.747063424, 392566.665784244 5820749.807856255, 392552.750516704 5820749.807856255, 392535.100950567 5820763.409854200, 392523.042275834 5820772.703118290, 392520.017566918 5820768.772299290, 392519.802544367 5820768.492862567 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,"POLYGON(( 392530.172520667 5820805.686394408, 392526.318788123 5820809.703637188, 392532.869843301 5820819.539135025, 392538.169497725 5820819.539135025, 392539.139905076 5820819.198622482, 392538.861209254 5820818.733572766, 392537.547643326 5820816.767151615, 392530.262311889 5820805.821113131, 392530.172520667 5820805.686394408 ))"
