LABEL,landuse,access,leisure,name,wheelchair,historic,religion,Surf_Type,area_highw,kerb,landcover,postal_cod,leaf_cycle,leaf_type,natural,changeset,addr_city,addr_postc,addr_count,addr_subur,amenity,opening_ho,lit,fee,parking,park_ride,supervised,surface,capacity,capacity_d,capacity_p,capacity_w,parking_co,parking_c1,parking_c2,parking_c3,note,highway,area,bicycle,ID,PERIMETER,ENCLOSED_A,GEOMETRY
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,,,"POLYGON(( 392548.932478170 5820819.539135025, 392550.305837443 5820819.539135025, 392552.697393446 5820817.737636195, 392552.456281483 5820817.409739950, 392553.664432741 5820816.521362491, 392554.872575410 5820815.632983916, 392556.457497133 5820817.788392236, 392575.467104906 5820802.876363388, 392586.538461485 5820794.089444390, 392606.139161692 5820779.945974519, 392604.452738480 5820777.809041059, 392605.629930564 5820776.880029777, 392606.672384707 5820776.057343423, 392606.703359101 5820775.819542572, 392630.946847589 5820757.631824989, 392630.235592056 5820756.662690109, 392596.107477026 5820782.527753985, 392577.561840603 5820796.713963291, 392555.622304072 5820814.420417190, 392550.639895097 5820818.242657252, 392548.932478170 5820819.539135025 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,,"POLYGON(( 392578.302615729 5820819.539135025, 392581.003707609 5820819.539135025, 392587.618336905 5820814.631138204, 392587.617275045 5820814.631929168, 392620.932291375 5820789.821261617, 392632.537998492 5820781.176738123, 392644.030346243 5820772.612467609, 392642.813269551 5820773.519451478, 392641.703551646 5820772.066907031, 392619.964400458 5820788.745086396, 392595.671734366 5820807.221498672, 392584.698414328 5820814.844434519, 392578.302615729 5820819.539135025 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,"POLYGON(( 392589.406562245 5820817.038957758, 392586.037011216 5820819.539135025, 392590.158013524 5820819.539135025, 392604.003023042 5820810.268998249, 392604.130378669 5820808.740730723, 392621.832810858 5820794.476900515, 392625.908190930 5820793.330699886, 392630.110926629 5820792.948633004, 392636.223996737 5820798.679636199, 392657.237675234 5820785.944073534, 392659.275365270 5820785.179939769, 392660.421565916 5820785.816717898, 392672.902417384 5820804.792706309, 392676.992888071 5820802.386547077, 392688.464068698 5820819.539135025, 392688.464099779 5820819.539135025, 392668.827313797 5820790.176708456, 392661.188717575 5820777.694123317, 392689.230611353 5820758.056063745, 392690.575995689 5820759.771080025, 392683.652649714 5820750.945608565, 392682.875915728 5820749.807856256, 392679.686683448 5820749.807856256, 392677.192461459 5820751.653476326, 392645.822174755 5820775.017605940, 392634.329877885 5820783.581838647, 392622.723795080 5820792.226642091, 392589.408684770 5820817.037379957, 392589.406562245 5820817.038957758 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,,"POLYGON(( 392668.870244954 5820815.497878347, 392668.853971411 5820815.508234465, 392670.955752153 5820818.809470973, 392670.972437636 5820818.799754443, 392668.870244954 5820815.497878347 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,"POLYGON(( 392669.041631501 5820815.388811780, 392671.684001738 5820819.539135025, 392677.693463866 5820819.539135025, 392673.284484266 5820812.688755167, 392669.041631501 5820815.388811780 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,,,"POLYGON(( 392667.230134594 5820778.947651470, 392672.642514804 5820787.792271703, 392693.875605182 5820819.539135025, 392702.116805313 5820819.539135025, 392691.346950531 5820802.937536410, 392688.090765018 5820804.986603250, 392684.401607229 5820799.279683630, 392687.593179088 5820797.151143480, 392678.050684535 5820782.441503730, 392687.635422558 5820776.049199690, 392697.177916655 5820790.758839260, 392701.097886098 5820796.801424580, 392715.848383136 5820819.539135025, 392723.274325882 5820819.539135025, 392723.274325882 5820806.369162519, 392717.305296137 5820797.229085722, 392709.395752491 5820785.821090079, 392703.970616785 5820780.700167591, 392691.873023203 5820761.697747798, 392667.230134594 5820778.947651470 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,,,"POLYGON(( 392706.102141615 5820774.290349463, 392713.516890916 5820783.619769442, 392723.274325882 5820798.478286402, 392723.274325882 5820782.683527363, 392719.875386942 5820777.519754754, 392719.862549446 5820777.528984110, 392718.294173805 5820778.656750480, 392716.353312854 5820775.659882430, 392723.274325882 5820770.684898141, 392723.274325882 5820762.193827981, 392706.102141615 5820774.290349463 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,,,"POLYGON(( 392603.851322525 5820979.986238755, 392608.883613203 5820989.504654456, 392607.483846213 5820990.525691906, 392609.148752560 5820989.311252830, 392603.851322525 5820979.986238755 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,"POLYGON(( 392609.251437225 5820992.948699028, 392608.495256732 5820993.500385590, 392612.842693665 5820999.789945209, 392614.488247903 5820998.475364787, 392610.656239869 5820991.923988390, 392609.251437225 5820992.948699028 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,"POLYGON(( 392430.518169570 5820826.197209148, 392430.518169570 5820834.217558913, 392453.067884132 5820845.159191906, 392451.322155396 5820848.756990450, 392449.576418039 5820852.354787899, 392430.518169570 5820843.107293906, 392430.518169570 5820852.112806627, 392443.972807497 5820858.311655630, 392444.457439129 5820858.563032680, 392444.903294505 5820858.877398130, 392445.302044434 5820859.250027870, 392445.646522158 5820859.673124940, 392445.930030296 5820860.139492390, 392446.147514897 5820860.640071160, 392446.294681734 5820861.165790740, 392446.369047462 5820861.706321270, 392446.369064607 5820862.252538990, 392446.294665537 5820862.792848160, 392446.147365022 5820863.318676720, 392445.930004777 5820863.818985530, 392445.646387533 5820864.285157990, 392444.220419147 5820866.181999140, 392430.518169570 5820860.092551012, 392430.518169570 5820860.092560195, 392444.220425348 5820866.182008310, 392442.669450230 5820868.123829060, 392441.096068682 5820869.974896520, 392439.467742384 5820871.776964670, 392437.786150607 5820873.530002560, 392436.052772210 5820875.231539260, 392434.268966999 5820876.880939960, 392432.472554639 5820878.445137870, 392430.630878933 5820879.955880650, 392430.518169570 5820880.042890877, 392430.518169570 5820881.897326929, 392453.525287925 5820862.239223138, 392459.629470030 5820856.236020758, 392458.167215989 5820857.674085151, 392455.588928686 5820855.237653063, 392450.507616125 5820850.435677853, 392451.322145145 5820848.757011578, 392451.322164045 5820848.756991578, 392452.544431472 5820847.463618107, 392457.059557623 5820851.730532195, 392467.394609704 5820842.655860435, 392480.206715117 5820825.845894015, 392474.891386849 5820825.845894014, 392469.906035147 5820833.307009660, 392469.821583983 5820833.250578945, 392469.797017417 5820833.234164787, 392464.960000000 5820844.213000000, 392447.214000000 5820835.943000000, 392447.095000000 5820835.887000000, 392446.978000000 5820835.827000000, 392446.864000000 5820835.764000000, 392446.752000000 5820835.697000000, 392446.642000000 5820835.625000000, 392446.535000000 5820835.550000000, 392446.431000000 5820835.472000000, 392446.329000000 5820835.389000000, 392446.230000000 5820835.303000000, 392446.134000000 5820835.214000000, 392446.042000000 5820835.122000000, 392445.953000000 5820835.026000000, 392445.867000000 5820834.927000000, 392445.785000000 5820834.826000000, 392445.706000000 5820834.721000000, 392445.631000000 5820834.614000000, 392445.560000000 5820834.504000000, 392445.492000000 5820834.392000000, 392445.429000000 5820834.278000000, 392445.369000000 5820834.161000000, 392445.314000000 5820834.043000000, 392445.263000000 5820833.922000000, 392445.216000000 5820833.800000000, 392445.173000000 5820833.676000000, 392445.135000000 5820833.551000000, 392445.101000000 5820833.425000000, 392445.072000000 5820833.297000000, 392445.047000000 5820833.169000000, 392445.027000000 5820833.040000000, 392445.011000000 5820832.910000000, 392444.999000000 5820832.779000000, 392444.992000000 5820832.649000000, 392444.990000000 5820832.524000000, 392444.797096350 5820825.845894015, 392441.407061958 5820825.845894016, 392443.417163590 5820827.265752479, 392440.934735527 5820831.659885910, 392435.602251279 5820830.819749429, 392435.617556464 5820827.191832859, 392437.117434734 5820825.845894016, 392431.212822539 5820825.845894015, 392430.518169570 5820826.197209148 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,,,"POLYGON(( 392466.211854819 5820825.845894015, 392466.365000000 5820830.828000000, 392467.106000000 5820831.924000000, 392469.762919362 5820833.155541841, 392474.647063693 5820825.845894016, 392466.211854819 5820825.845894015 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,,,"POLYGON(( 392459.248911538 5820853.799474223, 392460.685360757 5820855.156891223, 392481.409936644 5820833.976193881, 392484.168863429 5820831.074230989, 392484.551867724 5820830.661082340, 392482.433345436 5820827.872229453, 392469.598485856 5820844.712050823, 392459.248911538 5820853.799474223 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,,,"POLYGON(( 392431.212822538 5820825.845894015, 392437.117434734 5820825.845894016, 392438.998570495 5820824.157827896, 392441.369723381 5820825.819519481, 392441.407061958 5820825.845894016, 392444.797096350 5820825.845894015, 392444.725000000 5820823.350000000, 392444.723000000 5820823.297000000, 392444.721000000 5820823.166000000, 392444.723000000 5820823.035000000, 392444.730000000 5820822.905000000, 392444.741000000 5820822.774000000, 392444.757000000 5820822.644000000, 392444.777000000 5820822.515000000, 392444.802000000 5820822.387000000, 392444.832000000 5820822.259000000, 392444.866000000 5820822.133000000, 392444.904000000 5820822.008000000, 392444.947000000 5820821.884000000, 392444.993000000 5820821.762000000, 392445.045000000 5820821.641000000, 392445.100000000 5820821.523000000, 392445.159000000 5820821.406000000, 392445.223000000 5820821.292000000, 392445.290000000 5820821.180000000, 392445.361000000 5820821.070000000, 392445.425000000 5820820.979000000, 392445.436000000 5820820.963000000, 392445.515000000 5820820.858000000, 392445.598000000 5820820.757000000, 392445.683000000 5820820.658000000, 392445.773000000 5820820.562000000, 392445.865000000 5820820.470000000, 392445.961000000 5820820.380000000, 392446.060000000 5820820.295000000, 392446.161000000 5820820.212000000, 392446.266000000 5820820.133000000, 392446.373000000 5820820.058000000, 392446.483000000 5820819.987000000, 392446.595000000 5820819.920000000, 392446.709000000 5820819.856000000, 392446.730000000 5820819.845000000, 392457.069000000 5820814.345000000, 392457.223224559 5820814.495428942, 392470.154315275 5820807.478788030, 392475.639377852 5820818.090167580, 392466.500397158 5820823.049142100, 392466.130000000 5820823.183000000, 392466.211854819 5820825.845894015, 392474.647063693 5820825.845894016, 392477.483676632 5820821.600597357, 392475.625648103 5820818.000878990, 392475.715911812 5820817.954291391, 392475.806166885 5820817.907702667, 392477.719136143 5820821.613862705, 392474.891386849 5820825.845894014, 392480.206715117 5820825.845894015, 392480.886169980 5820824.954423562, 392480.668817479 5820822.701955711, 392469.343727565 5820804.460162114, 392459.342368621 5820810.007776350, 392458.479186024 5820808.451604888, 392458.417263479 5820808.455803567, 392459.879851534 5820811.347775486, 392431.212822538 5820825.845894015 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,"POLYGON(( 392473.650517954 5820802.071467773, 392471.969707274 5820803.003668373, 392482.362337065 5820819.743509811, 392484.128136282 5820817.830014064, 392484.485148272 5820817.496424119, 392483.067409620 5820815.754921867, 392481.622396978 5820816.135188351, 392473.976926572 5820801.297152914, 392474.214859042 5820801.758923119, 392473.650517954 5820802.071467773 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,,,"POLYGON(( 392606.002353943 5820371.001916900, 392607.545447161 5820373.364777936, 392612.395444998 5820378.756900854, 392619.380027973 5820388.431736055, 392655.092941327 5820435.401829285, 392671.478062922 5820459.288661649, 392679.620939435 5820471.553336867, 392704.435994009 5820508.560034880, 392681.383700328 5820470.463533856, 392671.141855342 5820454.796553159, 392611.489571716 5820371.001916900, 392606.002353943 5820371.001916900 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,,"POLYGON(( 392622.335837260 5820371.001916900, 392619.445503466 5820371.001916900, 392679.507718821 5820455.354277391, 392686.273252775 5820465.228085132, 392717.152809606 5820515.070760896, 392718.191918625 5820516.821059354, 392718.895259337 5820516.774579008, 392727.667399879 5820518.908274635, 392733.294155196 5820521.909215593, 392738.022793632 5820525.682788383, 392742.954665130 5820531.629499120, 392746.318100937 5820531.629499120, 392738.923530681 5820522.082444232, 392732.751990958 5820514.896801052, 392722.238663710 5820502.975798200, 392717.448492273 5820496.542740971, 392715.171940414 5820493.331713434, 392713.807383767 5820491.406151531, 392711.192298064 5820487.992789332, 392687.127338460 5820458.999765813, 392679.753340203 5820449.451043900, 392662.007569180 5820425.621008527, 392627.267549096 5820377.898212096, 392622.335837260 5820371.001916900 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,,,"POLYGON(( 392630.240504649 5820371.001916900, 392632.430723425 5820374.298355692, 392681.966775662 5820441.782987755, 392691.397385402 5820453.698005438, 392715.953934596 5820484.344751717, 392724.822440645 5820477.958794385, 392716.547620557 5820483.889909524, 392697.720571030 5820456.522237918, 392694.915170120 5820452.374492617, 392692.225421873 5820448.909218295, 392691.166610501 5820447.319477948, 392636.664945744 5820371.001916900, 392630.240504649 5820371.001916900 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,,"POLYGON(( 392658.370436535 5820371.001916900, 392644.637542901 5820371.001916900, 392697.908608747 5820440.753132514, 392701.123787554 5820438.519766930, 392703.953666138 5820436.636291866, 392658.370436535 5820371.001916900 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,"POLYGON(( 392670.758609577 5820371.001916900, 392663.847816172 5820371.001916900, 392707.679187415 5820434.113827178, 392713.101408770 5820430.378465302, 392670.758609577 5820371.001916900 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,,"POLYGON(( 392717.531855904 5820431.413554503, 392718.534523455 5820428.294000741, 392718.459218561 5820426.660763917, 392702.546006270 5820403.563755985, 392701.473533073 5820402.007286332, 392680.377896585 5820371.402881475, 392674.725500965 5820371.398989917, 392716.426663069 5820429.875782690, 392717.531855904 5820431.413554503 ), ( 392715.941378603 5820427.567376815, 392715.882410810 5820427.484676047, 392715.823434522 5820427.401974163, 392717.157785886 5820426.450486521, 392678.714697355 5820372.150868073, 392678.797601981 5820372.092176769, 392678.880498090 5820372.033484346, 392717.440573744 5820426.498343443, 392715.941378603 5820427.567376815 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,"POLYGON(( 392709.748101955 5820408.659799820, 392707.754982083 5820405.837901246, 392720.929003334 5820424.959149062, 392721.389880128 5820429.211750221, 392719.708687497 5820434.442368127, 392722.991647315 5820439.009980424, 392744.957822071 5820469.570920613, 392752.805341373 5820480.772110958, 392775.285664746 5820512.127485272, 392775.285664746 5820498.700217475, 392758.905673589 5820475.759659170, 392769.740817670 5820468.100949150, 392766.319539454 5820463.309368700, 392763.902961052 5820459.924893850, 392775.285664746 5820451.989019929, 392775.285664746 5820451.689287927, 392763.920217407 5820459.874823170, 392761.820995529 5820456.927059030, 392759.020738866 5820452.994889510, 392751.764247843 5820458.018803890, 392743.220553397 5820446.021598160, 392750.477044720 5820440.997683890, 392735.471698526 5820419.926911110, 392734.233377157 5820418.188038320, 392731.064880424 5820413.738778830, 392729.442582385 5820411.460719020, 392746.136990430 5820399.445261080, 392747.756913250 5820401.725030270, 392757.944791566 5820394.392513940, 392756.318704801 5820392.117181210, 392775.285664746 5820378.466102074, 392775.285664746 5820374.373997742, 392754.877006434 5820388.912909160, 392753.221383281 5820386.875219122, 392775.132383336 5820371.001916900, 392769.176155706 5820371.001916900, 392734.108581292 5820395.131670194, 392732.790146909 5820393.309146472, 392731.471704068 5820391.486621623, 392733.423403903 5820390.143671157, 392729.063154447 5820384.096717112, 392729.164200668 5820384.024840103, 392716.929952942 5820392.727403421, 392716.213524626 5820393.251414186, 392717.216856121 5820394.670596900, 392726.406100640 5820387.825872130, 392730.308234626 5820393.345324790, 392721.118990288 5820400.190049610, 392727.914557602 5820409.802176977, 392729.525686183 5820408.675226930, 392730.702376782 5820410.192624150, 392729.325476004 5820411.295996160, 392729.120839767 5820411.508427136, 392732.449691496 5820416.216988660, 392728.097195629 5820419.293575220, 392730.325863986 5820422.448967830, 392723.111826479 5820427.580424700, 392720.868001188 5820424.403572690, 392709.748101955 5820408.659799820 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,,,"POLYGON(( 392712.960908232 5820388.650684532, 392714.481944092 5820390.802144753, 392715.159333382 5820390.306609595, 392727.425706521 5820381.580873234, 392727.308528732 5820381.664228149, 392719.615343295 5820371.001916900, 392704.318274603 5820371.001916900, 392715.651473286 5820387.129930378, 392712.960908232 5820388.650684532 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,"POLYGON(( 392519.802544367 5820952.929284858, 392519.802544367 5820958.522940019, 392520.016282216 5820958.417402420, 392520.110114020 5820958.608938615, 392544.040802224 5820946.763107056, 392556.474875427 5820940.626460214, 392558.840778693 5820944.836473684, 392561.018748938 5820949.451196374, 392548.239232855 5820955.617667181, 392544.607057584 5820957.410890238, 392524.570111455 5820967.713004634, 392529.335931727 5820977.441338118, 392524.826325717 5820967.582997263, 392535.782934769 5820962.462407221, 392545.244516452 5820979.818009542, 392560.352190284 5821006.797477138, 392559.170777810 5821007.767993402, 392558.591160097 5821008.232199440, 392608.518989214 5821008.232199440, 392606.578331701 5821005.278232536, 392601.049465939 5820996.794295806, 392599.899067421 5820994.872595344, 392585.693571706 5820971.229429858, 392576.775925284 5820961.356008968, 392573.733793113 5820957.350534944, 392546.760221200 5820908.575015808, 392543.397059500 5820903.031342675, 392536.151052134 5820903.031342675, 392537.995000000 5820906.419000000, 392539.991000000 5820910.086000000, 392543.124000000 5820915.841000000, 392556.479000000 5820940.378000000, 392555.302000000 5820940.960000000, 392553.506000000 5820941.847000000, 392549.898000000 5820943.629000000, 392544.025000000 5820946.531000000, 392543.529000000 5820945.565000000, 392541.743000000 5820942.084000000, 392541.720000000 5820942.039000000, 392540.089000000 5820942.849000000, 392540.033000000 5820942.878000000, 392537.418000000 5820944.176000000, 392524.133000000 5820950.778000000, 392524.027000000 5820950.830000000, 392519.802544367 5820952.929284858 ), ( 392559.872388701 5820946.590535304, 392558.829926363 5820944.597260873, 392557.787455444 5820942.603985310, 392563.830852513 5820939.443337844, 392566.008622264 5820943.381335026, 392559.872388701 5820946.590535304 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,,,"POLYGON(( 392561.383548557 5820903.031342675, 392557.320010988 5820903.031342675, 392575.964690038 5820936.461227372, 392583.367211654 5820949.998715531, 392592.549229018 5820967.110353565, 392601.728838872 5820982.388598316, 392576.504357705 5820934.677305230, 392577.830095771 5820933.976403797, 392578.156937088 5820933.803605414, 392561.383548557 5820903.031342675 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,,,"POLYGON(( 392524.555414138 5820290.035079478, 392530.475275879 5820285.587374522, 392533.523079350 5820283.208835812, 392533.489893579 5820283.161446291, 392533.354958350 5820282.967183594, 392532.376111782 5820283.905917090, 392524.555414138 5820290.035079478 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,,,"POLYGON(( 392484.942114362 5820338.817335805, 392484.375983591 5820339.302564085, 392491.402212633 5820348.384923728, 392546.414650304 5820305.342464103, 392548.101284995 5820303.856802892, 392547.286586388 5820302.757891622, 392541.415781557 5820294.385409540, 392541.240108872 5820294.139648553, 392538.897343267 5820295.967968177, 392521.790401578 5820309.693082398, 392494.102118624 5820331.332030339, 392494.106347416 5820331.337350733, 392484.942114362 5820338.817335805 ), ( 392546.414615948 5820305.342459612, 392492.670440076 5820347.392614317, 392486.125115084 5820338.576222795, 392538.701853268 5820296.886703069, 392540.509864888 5820295.456149470, 392546.998617128 5820304.828045971, 392546.414615948 5820305.342459612 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,,"POLYGON(( 392477.092000000 5820268.303000000, 392470.167857480 5820273.138113596, 392499.998122961 5820297.712562445, 392527.135224133 5820276.301154744, 392525.135898424 5820273.530608100, 392506.529385755 5820247.746809591, 392502.302000000 5820250.699000000, 392496.129000000 5820255.009000000, 392477.092000000 5820268.303000000 ), ( 392499.539578443 5820297.174404816, 392472.794896736 5820275.269236998, 392507.308271703 5820250.434889781, 392525.520126388 5820276.797504533, 392499.539578443 5820297.174404816 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,,,"POLYGON(( 392499.038368178 5820297.557661337, 392483.383746329 5820284.385572704, 392500.005466460 5820298.079431846, 392527.307049372 5820276.539259939, 392527.254210963 5820276.466039617, 392499.995371509 5820297.973500132, 392477.881910825 5820279.756226463, 392499.038368178 5820297.557661337 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,"POLYGON(( 392480.758776513 5820193.795023393, 392488.076420129 5820189.032199438, 392488.076420129 5820189.032199437, 392474.809553578 5820189.032199437, 392530.012269996 5820267.227464854, 392532.062572904 5820270.131741861, 392532.158825252 5820270.060863409, 392533.612956415 5820269.015944638, 392533.236573758 5820268.478910548, 392524.681603141 5820256.271328293, 392518.877232679 5820247.994779940, 392514.498185851 5820240.126430395, 392495.671259495 5820217.656475563, 392480.758776513 5820193.795023393 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,,,"POLYGON(( 392364.156839936 5820304.616212979, 392364.055795773 5820304.482946460, 392369.087649879 5820311.119427590, 392392.413125266 5820341.888198640, 392397.258287102 5820348.279228070, 392392.977154596 5820351.550434100, 392406.566747049 5820351.550434100, 392442.044040349 5820323.674205209, 392445.896417495 5820328.323091400, 392448.647508395 5820331.641340870, 392448.647621348 5820331.641251471, 392451.893465259 5820335.742283676, 392452.000973438 5820335.877959223, 392454.627694999 5820333.769275296, 392443.030678545 5820319.679935954, 392404.307158023 5820270.521092235, 392364.156839936 5820304.616212979 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,"POLYGON(( 392246.526761046 5820869.168870177, 392246.526761046 5820875.764798682, 392248.651296977 5820880.142571441, 392251.343778469 5820878.728709047, 392246.526761046 5820869.168870177 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,"POLYGON(( 392519.802544367 5820672.717915980, 392519.802544367 5820673.079753168, 392519.975096419 5820672.950025123, 392519.802544367 5820672.717915980 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,,,"POLYGON(( 392519.802544367 5820673.206831312, 392519.802544367 5820675.412373403, 392526.064148468 5820683.722813590, 392519.802544367 5820688.529257278, 392519.802544367 5820693.091417450, 392534.939984333 5820693.091417450, 392520.035683534 5820673.031552674, 392519.802544367 5820673.206831312 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,,,"POLYGON(( 392246.526761046 5820988.255253742, 392246.526761046 5820991.627164476, 392270.751543797 5820979.388982859, 392270.530189163 5820978.935653375, 392254.790935456 5820987.053059419, 392254.378901930 5820987.299017469, 392253.671605622 5820985.976684593, 392253.494434220 5820985.645455847, 392246.526761046 5820988.255253742 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,"POLYGON(( 392272.060124852 5820975.233432557, 392272.132392704 5820975.381436243, 392273.691237695 5820974.619143598, 392274.823157018 5820976.988891895, 392274.777333981 5820977.010782064, 392274.731502201 5820977.032671105, 392273.643767004 5820974.755425502, 392272.176960401 5820975.472710346, 392273.427164603 5820978.033113398, 392296.112500000 5820966.502558999, 392296.112500000 5820963.813912174, 392290.546777240 5820966.416421367, 392272.060124852 5820975.233432557 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,,,"POLYGON(( 392246.526761046 5820993.531295437, 392246.526761046 5820994.738293527, 392271.979446087 5820981.938382858, 392271.491401955 5820980.919342780, 392246.526761046 5820993.531295437 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,,,"POLYGON(( 392274.167432357 5820979.563352766, 392274.662118900 5820980.596262276, 392275.527150472 5820980.165693130, 392296.112500000 5820969.732351620, 392296.112500000 5820968.409063257, 392274.167432357 5820979.563352766 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,,"POLYGON(( 392246.526761046 5820996.640663350, 392246.526761046 5820999.845881170, 392248.673612436 5820998.863563858, 392257.194881745 5820994.694631207, 392256.740860017 5820993.765202197, 392256.082635005 5820992.417764935, 392258.437337793 5820991.281886700, 392272.975765970 5820984.014503124, 392272.714658934 5820983.471021051, 392246.526761046 5820996.640663350 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,"POLYGON(( 392276.289995863 5820981.684447451, 392275.397226048 5820982.128823301, 392276.476671613 5820984.375643663, 392277.454252551 5820983.772756113, 392276.546696733 5820982.068910048, 392276.591525755 5820982.045034741, 392276.636346029 5820982.021158305, 392277.540880199 5820983.719331656, 392280.727857881 5820981.753878884, 392295.465990328 5820973.068642844, 392296.112500000 5820972.729871748, 392296.112500000 5820971.637741322, 392276.289995863 5820981.684447451 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,,,"POLYGON(( 392276.879527425 5820992.238358010, 392277.533526812 5820991.909688102, 392288.870247795 5821008.232199438, 392296.112500000 5821008.232199438, 392296.112500000 5821004.456651496, 392291.676933252 5820998.040760370, 392288.337558656 5820993.210472430, 392294.291559479 5820990.275321860, 392296.112500000 5820989.377650771, 392296.112500000 5820981.577194391, 392284.636295580 5820988.340164335, 392276.879527425 5820992.238358010 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,,,"POLYGON(( 392788.237629887 5820595.876524171, 392787.797414171 5820596.181343741, 392788.783359426 5820597.594047431, 392790.196452703 5820599.269043785, 392790.504193411 5820599.071889911, 392788.237629887 5820595.876524171 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,,,"POLYGON(( 392515.962526134 5820663.743256393, 392517.747658496 5820662.413106998, 392519.802544367 5820665.177245701, 392519.802544367 5820660.881957119, 392515.962526134 5820663.743256393 ))"
,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,,,"POLYGON(( 392477.345749264 5820692.780743350, 392483.580383297 5820700.977300740, 392518.733516424 5820673.993552820, 392519.802544367 5820675.412373403, 392519.802544367 5820673.206831312, 392518.982928592 5820673.823034665, 392518.952413522 5820673.782441224, 392518.921889844 5820673.741846659, 392519.802544367 5820673.079753168, 392519.802544367 5820672.717915980, 392514.152911072 5820665.118287200, 392515.962526134 5820663.743256393, 392507.990004579 5820669.801153994, 392477.345749264 5820692.780743350 ))"
